bins,Time,lon,use_dens,vr,vt,vn,sigmac,sigmar
133,2022-02-27 16:56:40.000000000,133.50036315241502,8.734590611084904,523.3025039143336,-21.1631680588645,26.1378536164258,,
134,2022-02-27 15:06:15.000000000,134.5022300263751,9.970260619370055,524.2068854777846,-9.642821331797448,7.14879420973017,,
135,2022-02-27 13:15:50.000000000,135.50450445122766,10.815065003385575,509.4171228440734,-9.44303242085582,3.8460110613812004,,
136,2022-02-27 11:23:10.000000000,136.52765382058664,11.699181405935484,510.53571226428767,-29.689276394420983,3.4333702717973655,,
137,2022-02-27 09:36:02.500000000,137.50079044427918,11.577158623187422,500.308622090183,-30.18966590658708,-10.070386825819245,,
138,2022-02-27 07:46:40.000000000,138.49479297087723,12.408966349864956,511.40646056812994,-20.7210047007065,-11.32282548323387,-0.5203171966752342,-0.07859891474877867
139,2022-02-27 05:56:15.000000000,139.498661689548,12.507470357568092,522.0694342011565,-20.022984645166908,-13.469861665781425,-0.4873453266587712,-0.21992002820981613
140,2022-02-27 04:05:49.999999744,140.5029238911385,12.108910062005478,534.5854659869523,-30.154859907694537,-8.249010477862647,-0.3789381654683841,-0.1754730216458868
141,2022-02-27 02:16:27.499999744,141.498090836285,12.465797973926025,540.5016798927962,-17.11873549715656,8.61743696984209,-0.7150926657182666,-0.06195518230249605
142,2022-02-27 00:27:05.000000000,142.49364829069233,11.003326762402365,542.9841584515749,-7.908004129218071,-19.86684240908478,-0.7383369852150568,0.02167247152956149
143,2022-02-26 22:36:40.000000000,143.49905574068268,12.138296005135423,553.1071722202146,-2.1874530636432974,0.39584984660567585,-0.646294260295853,-0.13266543093744043
144,2022-02-26 20:46:14.999999744,144.50485724593028,13.740631051734631,548.0123383241403,-22.26192333998338,-12.312796514889797,-0.7346136471619403,-0.11580078651682021
145,2022-02-26 18:56:52.500000256,145.5015412008019,14.679117253402218,575.4607870246589,-13.848243135384887,25.403209383394735,-0.6286714412978166,0.029811872877151275
146,2022-02-26 17:07:30.000000000,146.49859939357398,11.806744702963329,560.1986617536519,-31.40403790180476,-14.537108771605105,-0.721871510443355,-0.19320507573166137
147,2022-02-26 15:17:05.000000000,147.5055199090287,10.781436661227556,573.3379917454732,-18.190425125492354,27.396304867941645,-0.260988746760202,-0.2810708551010332
148,2022-02-26 13:27:42.500000000,148.50331023445764,11.47310664338167,490.86659204792187,8.977910748359452,24.4200531885135,,
149,2022-02-26 11:37:23.627450880,149.50995717809042,11.643272714876618,462.99993482740007,-1.0916723898822294,-1.461192842069807,,
150,2022-02-26 09:48:57.500000000,150.4999302483419,11.041196573365774,447.3194473179668,-7.679861256937461,-3.151068752210918,,
151,2022-02-26 07:59:35.000000000,151.49869346456683,13.056495514693015,457.67851029271907,-30.102451196679933,-8.523179246415113,-0.619333876446331,-0.09026023938485343
152,2022-02-26 06:10:12.500000256,152.49792167684066,12.41932088791098,455.0767343889578,-46.73776470893017,-9.379299605770006,-0.5693995092814472,-0.12719383529402256
153,2022-02-26 04:20:50.000000256,153.497500704449,12.748232690790475,470.12687484118226,3.196271179477357,-22.33773200821987,-0.7183049815684239,-0.10574853062491914
154,2022-02-26 02:31:27.500000000,154.49742874582404,12.82324842812694,466.60855058933004,-10.021536210920184,5.683162665120521,-0.6063073734931279,-0.06107219308358241
155,2022-02-26 00:42:05.000000000,155.49771162345476,15.073541717095253,470.61378402807367,5.230454433215399,22.99253365541484,-0.7619033104652839,-0.05207886060606384
156,2022-02-25 22:52:42.500000000,156.49832663447796,14.439050112418581,459.16999806723015,-13.582267619613175,3.9007129870831654,-0.6640655133928947,-0.1603007236021741
157,2022-02-25 21:03:20.000000000,157.49929166775632,14.838007988445298,472.62142224684266,-24.289090045290884,-25.388315068682974,-0.7605998045553153,-0.270556630887718
158,2022-02-25 19:13:57.500000000,158.50059614955993,17.384200662850883,459.99698622964485,-15.881286315698647,6.837032325358522,-0.6298277026780058,-0.19874230088421435
159,2022-02-25 17:24:35.000000000,159.50223699771766,17.033003702335666,416.2978685097763,1.733152211876406,-5.928218945294964,-0.7559510611005285,0.011430056678094144
160,2022-02-25 15:35:12.500000000,160.50421837493178,19.607162341055364,437.7971786427962,8.448975980524427,-6.271000127034957,-0.6641677497762049,-0.3793580819707457
161,2022-02-25 13:46:52.500000256,161.49698351812972,25.675367888221157,440.483183125,-7.589605625437283,-10.1165914325903,,
162,2022-02-25 11:57:17.745097984,162.50149628443424,30.870833291369497,438.0951583703093,-5.191681026650148,-10.956719903715324,,
163,2022-02-25 10:08:07.500000000,163.50259366928023,34.34358575009693,411.40022411329096,-9.443152393618075,-22.04914442674399,,
164,2022-02-25 08:19:47.499999744,164.49633314535052,37.34164664766207,418.199552068277,-18.60529289582072,-14.192618854142292,-0.4858068965080033,-0.5754182996071571
165,2022-02-25 06:30:25.000000000,165.499954085868,36.816295778396984,416.6732174476948,-9.87921049549144,-13.915340969800365,-0.4957823149822198,-0.618744211792292
166,2022-02-25 04:41:02.500000000,166.50389042237094,39.20346265648263,399.48027988504185,2.915973810559108,-19.257870098170983,-0.4721273384834719,-0.48631914472992666
167,2022-02-25 02:52:42.500000000,167.49858424168173,32.5662680916951,342.1174869387795,15.096161689529465,-3.4184207160847744,-0.30057260625615095,-0.46734480249316707
168,2022-02-25 01:04:22.500000000,168.49358981532765,127.99577320876628,295.5311886298077,28.248658492924164,17.038963770622676,-0.0878836928734851,0.8932510813173475
169,2022-02-24 23:15:00.000000000,169.49847811461288,43.31752820689288,300.0516399562158,20.49173706002612,10.602476269422366,,
170,2022-02-24 21:25:37.500000000,170.5036773065713,27.39555546973868,313.3885252450372,12.547435287664019,16.405906379801877,,
171,2022-02-24 19:37:17.500000000,171.49961126948216,16.753326111245734,326.2664566047612,10.231515754514703,19.025683544991082,,
172,2022-02-24 17:48:57.500000000,172.49584851222747,17.416699866479917,346.392191091036,9.830380124760158,13.84021554965881,,
173,2022-02-24 16:00:37.500000000,173.4923869634975,18.253238350690136,359.85175746084053,10.174153154204406,12.328452593253607,,
174,2022-02-24 14:11:15.000000000,174.4988085751429,19.851366147053792,345.97113042795195,1.0177064164220175,-2.3912380695854,,
175,2022-02-24 12:22:37.499999744,175.4987068933643,34.51991038409894,333.87777995483043,13.014451093813404,7.017412459166149,,
176,2022-02-24 10:33:32.500000256,176.50297329327688,33.6800948501861,326.3549774963167,22.53029980027334,5.358213737244972,,
177,2022-02-24 08:45:12.500000000,177.50070177172944,25.34888057481971,334.3117791470223,23.72375617761903,0.3530114548525279,,
178,2022-02-24 06:56:52.500000256,178.4987212802792,17.463185300839406,338.96146051663305,19.023001028847705,-2.9106924274296686,,
179,2022-02-24 05:08:32.500000000,179.49702983367632,14.698212788558466,351.3072810885159,24.617567637038615,-16.869662815795788,,
180,2022-02-24 03:20:12.500000256,180.49562546057538,13.979519416999457,348.6412876709832,22.994549036511323,-14.739828168918658,,
181,2022-02-24 01:31:52.500000000,181.49450620342571,13.19468153403187,345.0293003375078,4.65598492696875,-13.983323761078319,,
182,2022-02-23 23:43:32.500000256,182.49366854162554,13.067304815829845,376.1413249915478,2.38224236157546,-30.34451227056781,,
183,2022-02-23 21:55:12.500000000,183.49311527513566,13.920552285863835,397.1363340555211,0.07354109321391133,-33.78764158725229,,
184,2022-02-23 20:06:52.500000256,184.4928397569162,13.946483742701226,392.6884541134848,-13.01147209401552,-26.090743479924317,,
185,2022-02-23 18:18:32.500000000,185.4928418374429,13.83181349321495,413.29431618408813,4.593997430294645,-34.79292730882638,,
186,2022-02-23 16:30:12.500000256,186.49311928406678,13.580969881242245,435.2461521547379,6.261492941533861,-40.10425770010468,,
187,2022-02-23 14:41:52.500000000,187.49367036190276,12.785969264316455,434.84846963321957,8.79931332502776,-34.10592877031095,,
188,2022-02-23 12:56:40.000000000,188.46555949492324,9.073520334362293,408.7817123625015,-1.0660346324820302,-32.92961986486744,,
189,2022-02-23 11:05:12.500000000,189.49562157978005,7.838802191365986,410.62391928176896,-5.26491288487709,-33.58367813811197,,
190,2022-02-23 09:16:52.500000256,190.49694694701577,7.364317006816067,420.5441333392137,-17.78446014985108,-43.49095981975806,,
191,2022-02-23 07:28:32.500000000,191.498574132017,8.27196147821999,453.171354898612,-1.4904859217844488,-27.978761842494574,,
192,2022-02-23 05:40:12.500000256,192.50046578021113,10.024926083508452,478.1703440326458,-12.678702470402877,-39.100784928933,,
193,2022-02-23 03:51:52.500000000,193.50262009141642,12.062182170760313,519.0174619482785,-25.75559169346551,-24.828563272420013,,
194,2022-02-23 02:03:32.500000256,194.50503527790312,10.383881980081032,518.6791191949054,-29.099356697462742,-39.47218773966502,,
195,2022-02-23 00:15:12.500000000,195.5077095641923,9.805024726647797,539.4580805654854,-27.764031734370796,-24.48376411313725,,
196,2022-02-22 22:27:55.000000000,196.50099901464864,8.77521773190623,537.6499516692362,-24.15816303065797,-18.327781651627966,,
197,2022-02-22 20:40:37.500000000,197.49453393583858,7.753781510576923,524.9663186387252,-26.017599671198433,-25.20001507293957,,
198,2022-02-22 18:52:17.500000000,198.49797012651158,7.603468516427574,532.3175374835221,-11.350988741595604,-9.338936546137871,,
199,2022-02-22 17:03:57.500000000,199.50165847034938,8.122505673730227,539.0191292953241,-20.271575623425868,-12.272636420396033,,
