Time,lon,pdens,adens,pvel,avel,Ahe,vap,B,radius,BrR2,mag,edens,ed,Br,Bt,Bn,vr,vt,vn,vA,MA
2022-02-23 09:00:00,57.189681471899064,5.6444358227799665,0.04480988572734782,299.3650712926136,408.2343581630682,0.008644152933551036,109.04431052727273,129.88763564469656,0.13754651300087478,-2.134918993239391,-2.134918993239391,5.938886507701664,313.89190937606884,-112.93970210166815,-6.638069069973527,-15.266953719924976,299.3650712926136,-58.43564091584659,-17.61417371942557,166.16338819251254,1.8071566936635546
2022-02-23 12:00:00,57.28793610050119,4.784875175284271,0.03488676189904639,325.32418404528926,469.4999378231405,0.007966949817638902,144.29769931768595,141.18916837099087,0.133357740164611,-2.2455441523352224,-2.2455441523352224,5.161641227594087,290.18620662698464,-126.49574770736932,-7.656229950718278,2.7667460943652853,325.32418404528926,-66.62316169107439,6.260631293512397,187.85226080493277,1.73484702137467
2022-02-23 15:00:00,57.575224553277245,4.185583375053509,0.04888088200741051,299.93427131885517,418.5095055124579,0.012297469999275727,118.58097521717171,158.58014589002454,0.12798088502773508,-2.3599972606950352,-2.3599972606950352,5.393033683179565,330.0600700189357,-143.99199131248852,31.292241834394144,-15.863602934589565,299.93427131885517,-25.195759317392593,-10.722262882223266,199.83133560175298,1.5061054889185277
2022-02-23 18:00:00,58.07006939192365,6.032971155203963,0.06484861464224059,298.5525790224719,411.0818482417433,0.011660290217454246,112.54487270377936,165.21375202578028,0.12262660787560145,-2.130108299624514,-2.130108299624514,6.034998099573643,401.2950806297012,-141.60334997830077,-8.420582641858287,-12.470317046223505,298.5525790224719,-53.52305265642186,-12.842675246942798,186.9590818653948,1.6004168099499299
2022-02-23 21:00:00,58.80098825747626,5.793762769455724,0.08662258117534782,292.92845006443747,412.623594698363,0.015883647382453132,119.69514463392547,180.04227694300425,0.11727027378231616,-2.234433826315222,-2.234433826315222,6.308998032756462,459.2375110829789,-162.49548885851908,25.402022313968683,-27.166707525015088,292.92845006443747,-27.858079942884533,-26.747888549409613,190.44289624561515,1.5396702605085617
2022-02-24 00:00:00,59.83000339650277,7.461050258516476,0.10697787833191628,314.24994814737573,408.4891034310245,0.015260857837462175,94.24226166050231,188.25806993500208,0.11179611620298026,-1.9400552711859573,-1.9400552711859573,7.473113875006186,599.2324030377733,-154.8577768542087,20.984909261228232,1.4143224983157956,314.24994814737573,-38.84235404101151,-3.097428416091295,175.84601032752053,1.8225253352376265
2022-02-24 03:00:00,61.14417792557374,7.953243919866805,0.08292884602962831,320.0137670316081,439.05056069025335,0.011522242046277373,119.08413293974408,194.70000670926484,0.10649273392182226,-1.7244984768253773,-1.7244984768253773,7.849678817138106,690.5832935492865,-152.69271359941035,21.810228208823695,-43.445138818927234,320.0137670316081,-47.42031457387796,-25.6297720120673,168.76937813193544,1.9216653973106048
2022-02-24 06:00:00,62.88745179017918,8.546198937108496,0.0930443835191333,291.6957649896746,402.15047606030015,0.011918938933985358,110.47657449145672,233.79869653446713,0.10102935614852507,-1.9871094054014031,-1.9871094054014031,7.898239142797022,775.3536047925958,-195.62382477462546,21.638242984417367,-57.3903807207205,291.6957649896746,-36.42044638795963,-15.714301877297157,192.60849417669874,1.5338124461921703
2022-02-24 09:00:00,65.04782216975308,15.365522742698461,0.1193174133175294,251.17125691758858,303.2722905232484,0.00796289506181079,52.12511050865801,241.21869723787762,0.09570515946847175,-1.7171253579131707,-1.7171253579131707,12.327384933256997,1348.853787506526,-187.319672294687,23.463523525460154,-54.46241599887993,251.17125691758858,-14.234833208192198,-18.983899294969984,149.12674751338412,1.691012956642822
2022-02-24 12:00:00,67.68314251552565,13.500579781175702,0.10841672975542153,283.701408173191,373.69649893431006,0.008565800055321078,89.99509076111907,260.4417904364355,0.09054139992908519,-1.7458044826809438,-1.7458044826809438,11.80245488500675,1440.5733473769087,-212.50060093080313,3.3632196007450963,45.09796576571192,283.701408173191,-27.803444170570263,18.606790452503866,155.46378136967667,1.8257182225425193
