,lon,br_ind,part_ind,his_ind,br,vsw,npp,na,tp,ta,perp,para,oxy,car,feo
180,98.62,464,1484.0,809.0,-2.511310861419944,491.59866,0.4056291063519471,0.0158018622671362,64.320595,939.19385,3.8903931087446524,65.85639823565094,0.1514682,5.710358,0.20478027
181,98.0,465,1485.0,810.0,-2.475986274717175,488.2017,0.2629870292108323,0.0190036131166544,67.44625,600.9113,6.870774870855917,10.750688888684774,0.19975752,4.240158,0.20223837
182,99.87,466,1486.0,811.0,-2.4438405876097464,475.7552,0.2832265513542856,0.0200053806138189,62.12566,799.6965,6.219613287806453,42.73774421381328,0.16577789,4.0857983,0.2253125
183,99.25,467,1487.0,812.0,-2.385659605160116,480.91263,0.4500594561785505,0.0172396741806896,73.88672,905.72705,21.790293637005306,1.6996143157318033,0.17523958,3.152148,0.24885148
184,100.5,468,1488.0,813.0,-2.3368177162146364,479.0853,0.2900731257214859,0.0071466763571106,67.346016,775.6616,10.310626821490244,12.542141446046678,0.19104224,3.5593815,0.17260595
185,101.12,469,1489.0,814.0,-2.3582936841282427,486.88242,0.4712466570254311,0.0210885833236917,60.32489,854.92865,11.05023513124478,16.174938766601255,0.20929238,6.354217,0.20082901
186,101.5,470,1490.0,815.0,-2.393327626280052,489.94693,0.6553066031053978,0.0187252998004231,68.76069,1234.5433,11.574575634574897,25.235911544100595,0.16478361,3.2068942,0.21269737
187,115.5,471,1491.0,816.0,-2.4213566083779465,490.90872,0.3720333368286993,0.0203402394811564,57.652233,958.0219,11.305663761186295,20.663676561287627,0.15163592,5.058983,0.20257081
188,116.13,472,1492.0,817.0,-2.4243518112003906,482.708,0.3351573721487784,0.0274779352000981,66.54511,940.3369,15.531975239580836,7.203198069981349,0.1552909,4.4557056,0.22041391
189,117.63,473,1493.0,818.0,-2.470082337554252,508.95255,0.4556235564558322,0.0257219940652812,71.0065,804.99347,10.255204663373855,12.445427743588086,0.19355293,3.8559961,0.19781177
190,117.0,474,1494.0,819.0,-2.44391391431565,504.2707,0.1294359413477935,0.0172706773073925,108.131676,1210.6991,22.876604062509706,2.8361928738553748,0.16869104,4.873555,0.1944314
191,118.62,475,1660.0,820.0,-2.357963134454054,497.3769,0.0446598990042135,0.0035965570453258,65.89935,135.76158,1.2198287166761101,2.5337622317262998,0.1940569,5.0011477,0.18640655
192,119.5,476,1661.0,821.0,-2.324173165773748,519.2094,0.031490464965841,0.0025802923661374,56.034565,1585.8636,6.700470837780767,49.81829000269967,0.1956288,4.3322077,0.19416893
193,120.5,477,1662.0,822.0,-2.3391685418739545,512.92773,0.0386853106310819,0.0009037002612216,59.618565,0.0005618427,0.0,5.915298700688969e-05,0.19215013,5.668246,0.19195792
194,121.13,478,1663.0,823.0,-2.268640918470045,538.158,0.0345964052278704,0.0025753861138989,54.20445,48.234303,1.9814738533946223,-1.3166913951799291e-05,0.16804305,3.5497441,0.18507604
195,122.12,479,1664.0,824.0,-2.30203897853293,489.15768,0.0608846465130481,0.0026366802333895,83.44657,48.252674,-5.439399854181861e-06,0.9105626047273763,0.19337584,5.1001983,0.1806169
196,122.75,480,1665.0,825.0,-2.432069432711866,500.18286,0.0378156495889962,0.0027731738583848,64.95936,102.86157,4.353525002518071e-06,2.5167404284985206,0.22672664,4.6458554,0.1770982
198,124.88,482,1667.0,827.0,-2.602288239350937,511.21274,0.0288433643377828,0.0009733984818219,52.963978,-6.51986e-05,-3.5267659988161395e-06,4.405793288814009e-07,0.21491174,3.7267032,0.17977442
199,124.38,483,1668.0,828.0,-2.6131295649912154,513.085,0.0455481525687787,0.002795204526665,63.759907,56.41106,-3.011118740009774e-05,1.2691986525482606,0.23010015,4.4856744,0.19976561
200,125.87,484,1669.0,829.0,-2.622836257891946,503.93744,0.0528983155448169,0.001905884617992,78.07949,1464.6108,-3.0799872131007875e-05,24.70519463616647,0.18127531,4.327014,0.17590757
201,130.74,485,1670.0,830.0,-2.6037261078264824,501.7323,0.0761401745667817,0.0050042473878272,55.826786,346.71036,5.638549728718798,6.504714895448958,0.23696595,4.2792277,0.1716035
202,130.01,486,1671.0,831.0,-2.6203653651795795,502.08972,0.0644768897250483,0.0044617486066097,60.33009,768.73047,4.520629863753706,18.59655115796782,0.22117803,4.0397286,0.15524037
203,130.37,487,1672.0,832.0,-2.6080284222640784,520.0109,0.0661806429485139,0.0027989959521513,71.773186,657.14,0.789668053039866,54.51242149322765,0.17751761,6.9719048,0.15560348
204,131.01,488,1673.0,833.0,-2.60452303368948,510.5902,0.153731038938437,0.0020444457978175,66.17238,1953.8622,1.5822557006481812,42.91931422916272,0.19846177,5.541702,0.15804367
205,131.64,489,1674.0,834.0,-2.632578974917088,509.3926,0.0857918864735108,0.0037715323426007,52.50709,243.86638,2.1315847031051915,6.128231783669191,0.20422502,4.452141,0.15161836
206,131.37,490,1675.0,835.0,-2.635445996215914,521.4475,0.0714216653950519,0.0050145672029012,56.66969,338.25934,1.8387268851110303,9.049804914441753,0.16551639,5.219882,0.18135549
207,132.0,491,1676.0,836.0,-2.563352353551537,514.6928,0.0972795656737276,0.0036029529881384,72.20939,51.654118,-2.633896782267502e-06,1.1656979517007293,0.19947906,4.774073,0.16665314
209,132.64,493,1678.0,838.0,-2.615116586194283,511.59613,0.0970562981618865,0.0030476108248763,52.6238,583.78827,2.876169766712345,16.728153596650753,0.18970686,5.1323805,0.18474422
211,133.64,495,1680.0,840.0,-2.5622300524979544,533.18274,0.0879674193173195,0.0018015426828981,42.91336,216.33818,-1.7155408927570216e-05,11.462492308565043,0.16579473,4.5357137,0.2153675
212,133.37,496,1826.0,841.0,-2.501325416532844,511.35162,1.9130154557660692,0.0110960530989869,52.11855,491.29672,10.795345989040262,5.095983122417733,0.17064981,4.6344943,0.18952632
213,134.64,497,1827.0,842.0,-2.5439499319796908,506.96017,2.0009659823960804,0.0138455764479968,55.02238,493.9878,8.602221354514908,9.34844834754386,0.19810097,3.8130484,0.17582667
214,134.0,498,1828.0,843.0,-2.531915470412444,501.89874,1.5432750536589337,0.0058062354484104,46.184452,259.91202,1.8187526009144597,21.720250592196294,0.21206331,3.7134557,0.1665302
215,135.0,499,1829.0,844.0,-2.4959383402534256,503.72232,2.0281577710998344,0.0146854895214169,53.043964,705.5703,12.38853708817112,14.114526542379508,0.22541447,4.977207,0.20142497
216,136.0,500,1830.0,845.0,-2.5314408032438287,502.56052,1.9832002126226391,0.0227348112328507,50.496952,824.1016,28.847710106505147,3.2620173361206892,0.22611754,5.6195593,0.18374233
217,137.63,501,1831.0,846.0,-2.587034626032513,503.25803,2.0148442049092075,0.0138075633039025,49.451,729.36896,6.521663818894536,41.4994365910193,0.25013578,5.298942,0.1838913
218,137.0,502,1832.0,847.0,-2.627924871662504,511.1871,2.017942868106349,0.0120997262537155,49.63917,622.89404,9.62199963520379,15.510912874329776,0.23806052,3.7081323,0.18677701
219,138.36,503,1833.0,848.0,-2.7110147631213195,511.9252,1.974891079648344,0.0178688814612995,46.82732,603.7288,7.082733512338716,40.037123543041325,0.24143904,4.1359897,0.17291225
220,138.0,504,1834.0,849.0,-2.7940767069777905,506.2315,1.9557474237386656,0.0135543318795007,50.92178,347.47668,10.635883683926323,2.8291280922594813,0.25270015,3.8067775,0.2046155
221,138.63,505,1835.0,850.0,-2.7869850219100503,505.41006,1.9533792289307608,0.0176131148808195,50.749603,473.17215,7.888933770908197,10.887155351602601,0.20240971,3.9405334,0.15054409
222,139.36,506,1836.0,851.0,-2.7672394947736705,500.72314,1.9089737049343027,0.0116460698886911,52.606506,401.55795,3.1023018111163396,18.217021981703617,0.20732327,3.7606895,0.20926367
223,139.0,507,1837.0,852.0,-2.7807738497246075,505.85336,1.8485999418082384,0.0225037679278665,50.62906,418.24643,4.633692067837784,11.95877225647025,0.23671216,3.835925,0.25093433
224,140.38,508,1838.0,853.0,-2.795038408454007,508.91556,1.6748310255949013,0.0180427200585179,47.268383,707.89215,13.128339604648584,16.503636614171757,0.17444834,4.6926866,0.2628422
225,140.75,509,1839.0,854.0,-2.759507125188829,506.73264,1.575955468990624,0.0172223711305103,47.816097,774.2609,9.590986621524198,22.082098963971053,0.20743994,4.307835,0.20072898
226,140.0,510,1840.0,855.0,-2.699940995893443,509.38596,1.4784203249626473,0.0085971152391069,51.23405,865.62115,8.65647814264758,24.865636357386382,0.16499288,5.236737,0.2318585
227,141.75,511,1841.0,856.0,-2.6387272390899863,505.85153,1.4807856114472204,0.0109151871366458,48.57805,523.8554,11.417269587797813,10.232747654483315,0.21252957,4.0939193,0.28551665
228,141.38,512,1842.0,857.0,-2.5654810587299823,502.01447,1.4617525503667617,0.0104403681565953,50.689686,715.6426,6.894352071175906,21.177019038643202,0.20468831,4.597477,0.24611053
229,142.75,513,1843.0,858.0,-2.5379732003294486,502.88135,1.5345266696597375,0.0120069037055611,50.066303,369.64304,3.456599657078363,20.485303198293867,0.2512672,6.066981,0.21543688
230,142.11,514,1844.0,859.0,-2.5121435441802067,500.90683,1.4006206431189063,0.0042827404388911,50.693867,910.7293,18.774048703376998,15.210400436431414,0.23691194,6.129755,0.1926274
231,142.38,515,1845.0,860.0,-2.509269675819405,493.15283,1.549727634695407,0.0137775169494107,60.742695,674.51337,5.813272955606306,29.337916422896853,0.17702477,4.0266523,0.16618931
232,143.36,516,2012.0,861.0,-2.552467503045723,554.44196,1.043760722887406,0.0065830462792487,60.0163,602.7339,6.432527707384144,13.5743484925907,0.1971409,6.48311,0.16605018
233,143.64,517,2013.0,862.0,-2.5057424798983003,540.05035,0.7021051727237788,0.005750624328535,63.10312,707.2705,2.612997167004832,18.238563997362448,0.22973348,5.1232305,0.17261684
234,143.0,518,2014.0,863.0,-2.425756172739879,522.5593,0.7036346020656356,0.0008702831422486,61.26701,-0.0012356899,0.0,-3.510765541944117e-05,0.15134482,4.6600866,0.20095408
235,144.64,519,2015.0,864.0,-2.6520568215855413,522.4903,0.6847613754092261,0.0042865412288648,54.75414,998.741,5.701763452374381,26.351842414898243,0.14365068,4.482474,0.21013364
236,144.0,520,2016.0,865.0,-2.804083126634692,528.40314,0.5822222298302422,0.0021031694794271,53.069763,144.62442,-3.4379471110588106e-05,4.572703333143035,0.20228696,4.314225,0.20833196
237,144.37,521,2017.0,866.0,-2.768368815101162,516.6337,0.5411218023309206,0.0047445087223371,64.46934,602.52905,19.65354319136659,1.2406948216047242,0.1914497,3.3126473,0.21902284
238,145.64,522,2018.0,867.0,-2.7708291221713384,526.9492,0.50153489952176,0.0048193539003082,53.597122,840.5876,6.931715615895773,22.37106037734996,0.16805904,4.4682117,0.21382566
239,145.0,523,2019.0,868.0,-2.70361479529656,522.8556,0.4645430735934082,0.0012650587876667,53.105633,0.0,5.076612755537542e-06,-3.0307685153496964e-06,0.17992854,3.5451035,0.21141146
240,145.37,524,2020.0,869.0,-2.6894899581280063,523.4511,0.5056338342705493,0.0055619506757539,57.69691,361.0577,3.0391466891857077,8.7708796008857,0.16208653,4.18147,0.21910733
