Time,lon,use_dens,Np,vr,vt,vn
2022-02-23 12:00:00,188.13245092308463,10.48213102567672,10.48213102567672,419.8452882521268,3.5046465900734725,-32.85808823633024
2022-02-23 15:00:00,186.50491348766673,13.446291794814815,13.446291794814815,432.4227367407408,7.5465112169613695,-39.18915155544815
2022-02-23 18:00:00,184.84306009654276,14.038414773888888,14.038414773888888,399.4810248925926,-7.448497048332407,-28.717703376823334
2022-02-23 21:00:00,183.18227832737486,13.755463943127085,13.755463943127085,394.0248198629122,2.9923128924033717,-36.012388150259724
2022-02-24 00:00:00,181.521654386016,13.182146880555555,13.182146880555555,345.9134563592592,4.811553651104111,-13.639233589748889
2022-02-24 03:00:00,179.8621195777601,14.332451760185187,14.332451760185187,351.7813228037037,24.656547094259256,-16.56159026194815
2022-02-24 06:00:00,178.2033753242968,19.08543787388889,19.08543787388889,337.1990426666667,19.276699096718517,-2.7761529410393777
2022-02-24 09:00:00,176.54543066617254,33.84634380888889,33.84634380888889,327.7572282259259,23.180848321,6.0455930477409625
2022-02-24 12:00:00,174.8536579584031,24.901629099342866,24.901629099342866,342.3353464166989,4.612504952524932,-0.1402145319685736
2022-02-24 15:00:00,173.23197683070978,18.396891597777778,18.396891597777778,356.6973424851852,10.58986616316111,13.14734129368963
2022-02-24 18:00:00,171.5764862712711,16.67436611388889,16.67436611388889,328.98479507037035,9.5090791921305,17.622575080851853
2022-02-24 21:00:00,169.92213885899665,36.111938798443866,36.111938798443866,305.1615686439422,17.08366467765839,13.001702804968433
2022-02-25 00:00:00,168.2680252402668,93.4131146737037,93.4131146737037,303.3524443555556,25.366525939125925,13.877777082624815
2022-02-25 03:00:00,166.61507405394167,35.990689887407406,35.990689887407406,392.56569605185183,4.135982298605185,-19.36162317600963
2022-02-25 06:00:00,164.96298880108358,37.175695805555556,37.175695805555556,419.84987890740746,-16.63117730758,-12.33283803901185
2022-02-25 09:00:00,163.31177941234617,33.71734799740741,33.71734799740741,419.2098878222222,-5.494022768394852,-17.83785753823926
2022-02-25 12:00:00,161.62696212390898,26.510331017781215,26.510331017781215,440.3361496289138,-8.193408397337805,-11.059535755786666
2022-02-25 15:00:00,160.0120285411443,18.017896675555555,18.017896675555555,425.56027839629627,3.3952574785192815,-5.5141055483892965
2022-02-25 18:00:00,158.36350751594065,16.506790955,16.506790955,461.61334932962967,-9.135061282504259,-5.829373939470556
2022-02-25 21:00:00,156.7162082702962,14.67867690533531,14.67867690533531,461.9696862912189,-21.034451530329495,-2.1842973318618006
2022-02-26 00:00:00,155.0692263469917,13.926554810370371,13.926554810370371,468.4096816925926,-1.386314159074815,11.531133241390908
2022-02-26 03:00:00,153.42348740126698,12.477815679074073,12.477815679074073,465.4335736111111,-9.844631188680925,-13.392288519677408
2022-02-26 06:00:00,151.77869722483584,13.09261691425926,13.09261691425926,458.1244279074074,-36.71912314824407,-7.742955459538147
2022-02-26 09:00:00,150.13486673636973,10.92251306748148,10.92251306748148,452.88327156296293,-2.6981087588374075,-9.824523671828889
2022-02-26 12:00:00,148.45766982355022,11.425034657286432,11.425034657286432,505.7845217471975,-0.5448142944704291,29.24089313533761
2022-02-26 15:00:00,146.85012915411338,11.538661794518518,11.538661794518518,564.512112925926,-26.29725937334963,0.32126571303333334
2022-02-26 18:00:00,145.20924455889656,14.472519672037036,14.472519672037036,565.0789729629629,-18.66727252379815,12.834433402692593
2022-02-26 21:00:00,143.56966820864454,12.149227806224529,12.149227806224529,553.61245097814,1.2372941008552798,-7.17918175094887
2022-02-27 00:00:00,141.93050102452807,11.903173682407406,11.903173682407406,538.6554792111111,-18.28164006939074,-2.882773553077148
2022-02-27 03:00:00,140.2926654056066,12.260580419259258,12.260580419259258,529.706458462963,-27.760054635458147,-7.88766260951627
2022-02-27 06:00:00,138.65586966682724,12.32046291425926,12.32046291425926,514.5200831666666,-21.737055702326813,-13.292613086841852
2022-02-27 09:00:00,137.0201258227548,11.721878194259258,11.721878194259258,505.8614952444445,-29.695938957113334,-2.6994073224896296
2022-02-27 12:00:00,135.35128055687707,10.612094943950522,10.612094943950522,510.51230545032854,-12.589036847294063,1.843665056239428
2022-02-27 15:00:00,133.75184260425408,9.132239300777778,9.132239300777778,525.4681752555555,-16.112254551775926,21.265784882325555
2022-02-27 18:00:00,132.1193279918396,8.694952166481482,8.694952166481482,504.267284393531,0.5294973966177897,35.10094553692722
2022-02-27 21:00:00,130.48821677837927,12.317037510929975,12.317037510929975,,,
2022-02-28 00:00:00,129.3779413133793,13.721691944159836,13.721691944159836,420.48436121926227,-4.161620825318647,-4.901240106497336
2022-02-28 03:00:00,126.50674086042156,12.666899258169934,12.666899258169934,412.13965751633987,-18.386008954248364,-15.85066080490196
2022-02-28 06:00:00,125.60041212911972,13.704317877222223,13.704317877222223,412.76265129629627,11.562616478632593,-3.194171738924667
2022-02-28 09:00:00,123.97353368199215,13.910765444074075,13.910765444074075,401.80093182962963,-3.046932360889889,-9.783984932901705
2022-02-28 12:00:00,122.31384478219098,14.470753762272903,14.470753762272903,387.82118140316965,-2.843530379080518,-0.9224407548473135
2022-02-28 15:00:00,120.72329077365129,16.80588132537037,16.80588132537037,377.5421716185185,7.047011442772259,-16.452297451664187
2022-02-28 18:00:00,119.09995357250101,21.327559307777776,21.327559307777776,369.5317448555556,18.48483971239815,2.216621852878889
2022-02-28 21:00:00,117.47812454898644,32.50370287180437,32.50370287180437,361.82995963319746,28.29147043645795,-6.417376280844942
2022-03-01 00:00:00,115.85691702321394,40.785711669259264,40.785711669259264,357.51235968888886,30.98602761296296,-9.112785296367408
2022-03-01 03:00:00,114.28161477828655,40.42690738832288,40.42690738832288,382.46950278996866,24.34999316114812,6.525638705512539
2022-03-01 06:00:00,,,,,,
2022-03-01 09:00:00,110.60774078447244,30.85375741546243,30.85375741546243,446.2158311054913,-0.6207339691038295,14.418763612129334
2022-03-01 12:00:00,109.35790551200368,32.731727973714726,32.731727973714726,451.2411685504445,12.368795169839581,10.26168475822961
2022-03-01 15:00:00,107.77121429211715,32.007126927407406,32.007126927407406,506.0248988925926,-17.255790820618518,14.640397701747409
2022-03-01 18:00:00,106.1634541437128,28.414769113276943,28.414769113276943,512.9832427767561,-12.069674280405627,-7.012960904230967
2022-03-01 21:00:00,104.54629676500141,24.718811989625788,24.718811989625788,536.4633342793627,-11.59512824659096,-8.843140163367915
2022-03-02 00:00:00,102.94089511306547,24.478155159617508,24.478155159617508,534.9024546230231,16.914808116616403,-12.842009771715999
2022-03-02 03:00:00,101.32614566674738,25.28712376962963,25.28712376962963,486.4205922111111,-40.7069870482963,-0.5737865903685185
2022-03-02 06:00:00,99.72376165479515,23.56609696101508,23.56609696101508,478.52083855829346,-13.076991096737771,2.698095290109231
2022-03-02 09:00:00,98.11178213317477,23.00961393037037,23.00961393037037,482.0411843925926,-1.1882538088566668,-2.8436131125696296
2022-03-02 12:00:00,96.47315481193537,22.12520561229223,22.12520561229223,465.27956369926557,-43.86857993484731,10.521580719081948
2022-03-02 15:00:00,94.90303701141802,23.431447155555556,23.431447155555556,450.43451330370374,-30.549656766074072,17.624501812085928
2022-03-02 18:00:00,93.30657677394393,28.109835616911763,28.109835616911763,450.60569504044116,-18.862661988277132,21.386366754707353
2022-03-02 21:00:00,91.70033890754837,25.568715881437573,25.568715881437573,457.01871188588365,-20.971306487189327,7.175059338433272
2022-03-03 00:00:00,90.10649785822622,24.02818266654412,24.02818266654412,470.8657834632353,4.814342272688235,23.68937770706912
2022-03-03 03:00:00,88.42188046793511,20.942265606152514,20.942265606152514,494.3973205372617,-9.006241199715944,-4.024719884905373
2022-03-03 06:00:00,86.91237405643852,21.29944766617647,21.29944766617647,511.2727761139706,-22.96888779983272,11.063298942594264
2022-03-03 09:00:00,85.31185182729214,21.115309855925926,21.115309855925926,542.0856642555556,-32.42301572697037,3.0621499717407406
2022-03-03 12:00:00,83.68531858058857,23.97242350908388,23.97242350908388,516.495375148821,-3.4421528236695016,5.611414743187862
2022-03-03 15:00:00,82.12693651163892,24.66571705777778,24.66571705777778,526.1430568148148,-5.9406972722740745,0.23397484745518518
2022-03-03 18:00:00,80.54255743964552,18.412533079411766,18.412533079411766,522.2783396985294,-8.754649184177941,21.039540889633454
2022-03-03 21:00:00,78.94862837161259,12.748911552241571,12.748911552241571,550.1505101889588,-35.015495877591405,-4.7225422817328635
2022-03-04 00:00:00,77.36715607505961,14.281205614889707,14.281205614889707,538.4119618492647,-8.20066607668272,-6.709687010170074
2022-03-04 03:00:00,75.77619475585851,12.593074875555557,12.593074875555557,560.2380843592593,-14.44652704297148,1.5834998406812593
2022-03-04 06:00:00,74.19829287151903,11.753853698713234,11.753853698713234,571.5276426764706,-31.423910693102794,-2.827596683452868
2022-03-04 09:00:00,72.61067042974943,12.784769000185186,12.784769000185186,560.9098447592593,-25.424080620824384,-21.201347063113335
2022-03-04 12:00:00,70.99741513412575,14.427359577116352,14.427359577116352,507.8685271124855,-15.925388118110165,7.200188929465985
2022-03-04 15:00:00,69.45191796737618,12.988868898333333,12.988868898333333,514.4392362296296,6.59150273156,-6.915486152410001
2022-03-04 18:00:00,67.88080340856551,10.512685139742647,10.512685139742647,506.91539719852943,22.83116861221691,-15.947563126234927
2022-03-04 21:00:00,66.3003891225996,10.326814317265654,10.326814317265654,456.2724225787329,13.84277396171156,-2.3039617988579475
