Time,timestamps,lon,BrR2,Br,Bn,Bt,B
2022-02-25 12:00:00,1645795794.043919,161.66219448060002,2.1681204330340793,5.6861794366666665,2.2564520608045977,-3.3201797902068964,10.525588930651296
2022-02-25 15:00:00,1645806606.4395816,160.01087606539627,3.684242775817713,9.713724195348838,0.335515163244186,-6.459966156046511,13.257992763513132
2022-02-25 18:00:00,1645817418.835447,158.36046782555894,2.6780218962700038,7.08917995367816,1.8860926777931033,-4.419527872873563,13.001364021206836
2022-02-25 21:00:00,1645828231.2314422,156.71097669912663,3.513217598873092,9.347665653139535,1.4356112004302326,-2.269850944627907,13.026548049900184
2022-02-26 00:00:00,1645838981.1281965,155.07194247193652,2.9667887974958544,7.931814331744186,-1.5544577027906976,-7.110699456395349,13.413085850685722
2022-02-26 03:00:00,1645849793.5244827,153.42431728869687,2.977491522473884,8.00000813908046,2.2785372298850577,-5.724515111264368,13.172519868022562
2022-02-26 06:00:00,1645860605.9211042,151.77764116201504,3.5410017352249317,9.558813158139534,0.42409422272093017,-1.742384339,12.18435068903963
2022-02-26 09:00:00,1645871418.3183656,150.13192868742294,3.4462808041184854,9.346559542528736,1.1397980669275862,-6.330964258701149,13.289118455150856
2022-02-26 12:00:00,1645882230.716047,148.48718725824762,2.261009321133905,6.161019094302326,-6.640105146976745,-8.172246235697674,14.107539986751075
2022-02-26 15:00:00,1645892980.6144774,146.85292957911722,2.856200080640398,7.825882613883721,1.2576940054651162,-5.607535143000001,12.531128946331798
2022-02-26 18:00:00,1645903793.0122983,145.21016401437785,2.3710768311089354,6.529309682528736,-0.2949968011494253,-2.9457572050574714,10.041774883306063
2022-02-26 21:00:00,1645914605.410103,143.56840349845004,2.164305333831852,5.985157145581395,0.9586861979767441,-4.173984547790698,9.82665623478344
2022-02-27 00:00:00,1645925417.8080668,141.9276635379469,2.734184602891975,7.601123804597702,0.016018468011494248,1.8503797143678162,10.21579760656258
2022-02-27 03:00:00,1645936230.2061057,140.28795196806192,2.7188444377011716,7.597253999616279,2.168913825348837,3.989800630534884,10.342041862530216
2022-02-27 06:00:00,1645946980.104756,138.65875274024614,2.915627617647777,8.18776481511628,1.5912334411627906,3.0440726297674416,10.70997237924688
2022-02-27 09:00:00,1645957792.5029194,137.02113369825832,3.0273879796168925,8.542321745977011,-0.2590275368965518,3.888168585057471,10.710232862662375
2022-02-27 12:00:00,1645968604.9012198,135.38457906808847,3.049867421207999,8.649883826744187,-2.037583923604651,1.2961811129069767,10.125360330169112
2022-02-27 15:00:00,1645979417.2999067,133.74910529481107,2.103967998714853,5.9973763790804595,-6.917296832298851,1.661915238045977,11.159896667912633
2022-02-27 18:00:00,1645990229.6988242,132.11472071896432,2.9532963645307166,8.46319293604651,-6.134144187209302,0.3422573338372093,11.06019163920491
2022-02-27 21:00:00,1646000979.5984404,130.49087888769353,2.7264669045041585,7.850144034418604,-2.3236763709302326,-0.7762066059651161,9.09074926754579
2022-02-28 00:00:00,1646011791.997688,128.85871068244285,2.9019267721190665,8.399038095402299,1.4347818043218392,3.0218793533333335,9.989331394348355
2022-02-28 03:00:00,1646022604.3978713,127.2276698310792,2.89769257694669,8.429075441860466,1.8265660109069768,1.5243560171627906,9.624700272507908
2022-02-28 06:00:00,1646033416.7984254,125.59777391262647,2.3764856307765854,6.949454203195403,-0.8952925656896551,-2.8563794022988507,9.285447761537057
2022-02-28 09:00:00,1646044229.1992443,123.96903178801753,2.471764075891396,7.265033918604651,0.6336159543023255,-0.44809687203488363,9.326386655719915
2022-02-28 12:00:00,1646054979.100521,122.35086483273048,2.632395798825054,7.77807286744186,-2.7066634774418605,0.3611247005,9.233219690667848
2022-02-28 15:00:00,1646065791.500999,120.72447074054305,2.3828664993546838,7.077257102298851,0.8396396068735632,-2.305244715402299,9.015858619711347
2022-02-28 18:00:00,1646076603.9017558,119.09927108053819,1.6402239049393992,4.893506892209302,-5.360267523255814,-3.8289053082558144,9.415825752069713
2022-02-28 21:00:00,1646087416.3026445,117.47528444446966,1.2757390077995263,3.828618719321839,-0.7126848942528735,-5.468431098850575,10.292955935644102
2022-03-01 00:00:00,1646098228.7037072,115.85252023375728,0.8577293617062494,2.584792234883721,1.1022929582093024,-3.485115498372093,9.577741466818091
2022-03-01 03:00:00,1646108978.6055691,114.24036563523427,-2.2193589482345577,-6.7332945072488375,2.476106205232558,5.076027697906977,11.025841799069154
2022-03-01 06:00:00,1646119794.0229058,112.61963732773907,-1.984828753177108,-6.051521587356322,4.808315244367816,2.7945323787356324,11.529463304851939
2022-03-01 09:00:00,1646130606.4210117,111.0006272647503,-2.2791998336490136,-6.987997912441861,-2.688379715232558,4.170007315348837,10.236681264730207
2022-03-01 12:00:00,1646141418.8191273,109.38290254069295,-3.018651029636924,-9.308303561229884,0.035199339425287385,3.8701483556321836,12.527841179519479
2022-03-01 15:00:00,1646152231.2191637,107.7664728764918,-1.1034474309869744,-3.4183493302325583,2.1273207526744184,2.409343787555233,9.311356986529217
2022-03-01 18:00:00,1646162981.12087,106.16068943420798,-1.4649797719666153,-4.569801455232558,-1.4959323677790697,5.899384663953489,12.053669922206392
2022-03-01 21:00:00,1646173793.5227706,104.54689567975952,-1.5979760442426367,-4.997589129885058,-1.9489881793103447,3.5670439135632184,13.385484658611237
2022-03-02 00:00:00,1646184605.9252899,102.93444304326549,0.11480381055291287,0.3596452544186047,-1.2624884935465117,11.813876188372094,14.220998241673614
2022-03-02 03:00:00,1646195418.328494,101.32335244532159,-3.8577934557618203,-12.220930774712643,2.256666866908046,-4.92627317291954,14.277228301745993
2022-03-02 06:00:00,1646206230.7325811,99.71363449963181,-2.6187690530569583,-8.33428008395349,1.3992865185116279,4.033544336744185,13.790750462969648
2022-03-02 09:00:00,1646216980.637883,98.11460196850328,-1.512398342963228,-4.850522426104651,-0.3661428131395349,5.127381745,13.054209362958977
2022-03-02 12:00:00,1646227793.043103,96.50767775007536,-3.4968230105474594,-11.26168111724138,1.3510720875172415,-6.252163390804598,14.146718019886924
2022-03-02 15:00:00,1646238605.4488482,94.90217495744712,-3.9316102243842677,-12.730954459302325,1.4531855182093023,-5.175043548023256,14.479978200487714
2022-03-02 18:00:00,1646249417.8549306,93.29811583956396,-1.5912950213482375,-5.17036896954023,4.495810843103448,-5.451143822873563,13.049537801362225
2022-03-02 21:00:00,1646260230.2612667,91.6955117264419,-0.7972322591145644,-2.6250068760465117,0.7321981044186047,-5.469615601069767,16.039859202367577
2022-03-03 00:00:00,1646270980.1684992,90.10363472725977,-1.2340914156520513,-4.066104858372093,5.632589964883721,6.3103008423255815,15.576997480370382
2022-03-03 03:00:00,1646281792.5755854,88.50399192093633,-3.4063688194444617,-11.279916360465116,-2.5398969659418604,6.236114193720931,14.711634289370979
2022-03-03 06:00:00,1646292604.9827554,86.90585589153271,-2.358622575237212,-7.856378709883721,3.7875251829069763,1.2624886687209302,12.891605830199156
2022-03-03 09:00:00,1646303417.3886435,85.30925042901339,-2.181368776787632,-7.308072668850575,1.3513056257471265,2.9722778173563222,12.374043622300961
2022-03-03 12:00:00,1646314229.7934759,83.71418752996998,-1.758257399433517,-5.917902436046512,0.26224679604651163,6.577628708023256,12.817282928301058
2022-03-03 15:00:00,1646324979.698069,82.12989623202607,-0.7843782939976258,-2.6525451599534886,-3.4697794366279067,2.3500035461627906,11.930017530205689
2022-03-03 18:00:00,1646335792.1014373,80.53797287631605,-2.9268617033179383,-9.973990476091954,6.108107834712643,2.2657084194252874,16.15321379743945
2022-03-03 21:00:00,1646346604.5043821,78.94764694125175,-1.1475037702551112,-3.9336847955813954,-5.019981717906976,-3.172496303837209,14.892531979141891
2022-03-04 00:00:00,1646357416.9070575,77.35894344018675,-1.9704170592748278,-6.798578893678161,-5.512526105574713,6.630236459770114,13.83456305070956
2022-03-04 03:00:00,1646368229.3097434,75.77187511366925,-2.841589470594635,-9.855881508139534,-3.3047721209151164,4.340624915011627,13.141876921283888
2022-03-04 06:00:00,1646378979.2129996,74.19562539911053,-2.636157288448514,-9.19508093372093,1.4544614877011628,0.013405567441860552,11.633506338357055
2022-03-04 09:00:00,1646389791.6157815,72.61188527999279,-1.3919831071869762,-4.8732518528735635,-0.10806733321839081,5.878304536758621,13.437021193694301
2022-03-04 12:00:00,1646400604.0187314,71.02983864366709,-1.242535753580143,-4.387311315116279,1.7660400860465117,7.449576011511628,13.288872433812273
2022-03-04 15:00:00,1646411416.4218736,69.44951205066629,-0.48362825572186446,-1.7228036640229887,-3.3716924540229884,7.894567657126436,13.79794168377302
2022-03-04 18:00:00,1646422228.825034,67.87091909679467,-0.3175472943290317,-1.1305047084285715,-8.557686004761905,10.31861409047619,14.975616953275292
2022-03-04 21:00:00,1646432978.7287786,66.30319482388623,-2.8139965340116575,-10.110402013953488,-2.9006246695,6.787478121627907,13.694877333923884
