,Time,timestamps_x,lon_x,oxy,car,iron,bins_x,timestamps_y,lon_y,Np,dens,vel,vr,vn,vt,bins_y
1055,2022-02-25 14:33:00.325300,1645799580.3253,161.0837958983682,0.047833644,1.6181293,0.1300226,161,1645799580.8815758,161.08371093440104,25.704992,9.783305020913428,451.38065,451.38065,18.145287,5.0307174,161
1056,2022-02-25 14:43:00.325300,1645800180.3253,160.9921550459418,0.05078169,1.4533992,0.12121499,160,1645800180.882615,160.99206992585738,24.097836,9.169212207106872,430.20807,430.20807,10.000807,-4.207504,160
1057,2022-02-25 14:53:00.326300,1645800780.3263,160.9005168192379,0.056097902,1.4339304,0.13986169,160,1645800780.883654,160.90043169577837,23.95635,9.11298150776235,443.05408,443.05408,-21.131746,3.6726632,160
1058,2022-02-25 15:03:00.326400,1645801380.3264,160.80888151021637,0.05147138,2.0491793,0.124402456,160,1645801380.884693,160.80879624594132,21.597889,8.213664459999686,444.77933,444.77933,-4.440679,10.696114,160
1059,2022-02-25 15:13:00.327400,1645801980.3274,160.71724884575107,0.04430364,1.5317795,0.14319499,160,1645801980.8857322,160.7171635780959,22.393291,8.513916383186743,431.8705,431.8705,-14.997509,6.8398314,160
1060,2022-02-25 15:23:00.327400,1645802580.3274,160.62561911775893,0.05826864,1.7334632,0.11859677,160,1645802580.886771,160.62553369403503,22.27696,8.467459889613544,459.18875,459.18875,11.410809,13.453836,160
1061,2022-02-25 15:33:00.327500,1645803180.3275,160.53399216001023,0.0693061,2.242556,0.11032541,160,1645803180.88781,160.53390659548387,21.033447,7.992698207503558,454.21646,454.21646,15.618177,15.767808,160
1062,2022-02-25 15:43:00.328500,1645803780.3285,160.44236785211638,0.061750207,2.3098662,0.0996631,160,1645803780.8888488,160.44228228423785,17.423069,6.6190144749394495,443.6273,443.6273,-9.998211,20.165464,160
1063,2022-02-25 15:53:00.328600,1645804380.3286002,160.35074647073012,0.06644,2.4847298,0.11128317,160,1645804380.889887,160.35066076222785,16.630526,6.316264954382024,459.10623,459.10623,-18.862282,22.1156,160
1064,2022-02-25 16:03:00.329600,1645804980.3296,160.25912774274383,0.0803139,1.9906502,0.11003306,160,1645804980.890926,160.25904203089914,16.95382,6.437356758951473,437.44672,437.44672,-15.671657,9.256827,160
1065,2022-02-25 16:13:00.329600,1645805580.3296,160.1675119600374,0.06709232,2.4111419,0.100783505,160,1645805580.891965,160.16742609217027,18.274355,6.936936569489314,418.2284,418.2284,2.5781717,-10.24804,160
1066,2022-02-25 16:23:00.330700,1645806180.3307,160.0758988037632,0.09852587,2.5826328,0.103682734,160,1645806180.893004,160.07581294782818,16.593338,6.29716452520212,405.0527,405.0527,-4.58041,-8.316007,160
1067,2022-02-25 16:33:00.330700,1645806780.3307,159.98428861159908,0.08321226,2.684698,0.09147615,159,1645806780.894044,159.98420259949685,17.126383,6.497742766193788,413.80533,413.80533,-15.101809,1.0171071,159
