 r	t	p
   1.0000000000000000      	   1.9115536466903988      	  0.67967407140350633
   1.0000000000000000      	   1.9130736385498937      	  0.68198923714001869
   1.0000000000000000      	   1.9124340804008904      	  0.68096108321859872
   1.0000000000000000      	   1.9108898559000926      	  0.67861544177423394
   1.0000000000000000      	   1.9141958063758755      	  0.68407459143377125
   1.0000000000000000      	   1.9142301448093715      	  0.68410820916716641
   1.0000000000000000      	   1.9138077651523764      	  0.68317198315871686
   1.0000000000000000      	   1.9138052974369668      	  0.68312867306087499
   1.0000000000000000      	   1.9141630963918395      	  0.68383147982509718
   1.0000000000000000      	   1.9139261711451825      	  0.68329303971720035
   1.0000000000000000      	   1.9129078550845178      	  0.68146326219928521
   1.0000000000000000      	   1.9136741444200418      	  0.68272267088186622
   1.0000000000000000      	   1.9140049053265922      	  0.68332976790593181
   1.0000000000000000      	   1.9131630618054842      	  0.68176493003310890
   1.0000000000000000      	   1.9141783018305720      	  0.68360145392257277
   1.0000000000000000      	   1.9131699258454853      	  0.68171147158118606
   1.0000000000000000      	   1.9128569762946501      	  0.68119951074334295
   1.0000000000000000      	   1.9122775861661498      	  0.68029237113102559
   1.0000000000000000      	   1.9127306930619938      	  0.68094379724746334
   1.0000000000000000      	   1.9126267543315287      	  0.68075470884383216
   1.0000000000000000      	   1.9097916890748876      	  0.67668972500494073
   1.0000000000000000      	   1.9090787122493011      	  0.67574969158195386
   1.0000000000000000      	   1.9091488111566755      	  0.67581460356656953
   1.0000000000000000      	   1.9088606766788050      	  0.67542034900617864
   1.0000000000000000      	   1.9050515117521942      	  0.67053195093853424
   1.0000000000000000      	   1.9095538986341392      	  0.67625580302068788
   1.0000000000000000      	   1.9104983264330984      	  0.67745735614529656
   1.0000000000000000      	   1.9065771533919396      	  0.67239140441091150
   1.0000000000000000      	   1.9083568924433973      	  0.67464512811488342
   1.0000000000000000      	   1.9103434398337016      	  0.67716212698978051
   1.0000000000000000      	   1.9096037219568940      	  0.67618328442454334
   1.0000000000000000      	   1.9058554681916229      	  0.67138241740842641
   1.0000000000000000      	   1.9047520818295003      	  0.66995244662661779
   1.0000000000000000      	   1.9047434285041216      	  0.66991551682575456
   1.0000000000000000      	   1.9025244315837049      	  0.66696274048158444
   1.0000000000000000      	   1.9020870121344733      	  0.66633955256627642
   1.0000000000000000      	   1.9020756056131138      	  0.66629690749640358
   1.0000000000000000      	   1.9032038639187996      	  0.66779613212208744
   1.0000000000000000      	   1.9020944633494048      	  0.66626717135841063
   1.0000000000000000      	   1.9010342934113642      	  0.66472976303092735
   1.0000000000000000      	   1.9008767910051860      	  0.66447547864245249
   1.0000000000000000      	   1.8996104850150206      	  0.66257655546531624
   1.0000000000000000      	   1.9004096662850214      	  0.66373952061387520
   1.0000000000000000      	   1.9012680481008448      	  0.66494102822013479
   1.0000000000000000      	   1.9002106166213637      	  0.66338418964040402
   1.0000000000000000      	   1.9003208912170986      	  0.66351396182466460
   1.0000000000000000      	   1.8997110911226360      	  0.66256475833211514
   1.0000000000000000      	   1.8996107435683618      	  0.66237427994036413
   1.0000000000000000      	   1.8996075393100382      	  0.66233378816170740
   1.0000000000000000      	   1.8992355919105064      	  0.66171684463429792
   1.0000000000000000      	   1.9023301260381107      	  0.66618901475309211
   1.0000000000000000      	   1.9043525959640604      	  0.66884584629428012
   1.0000000000000000      	   1.9062377473461500      	  0.67120918483718817
   1.0000000000000000      	   1.9044323329002739      	  0.66888039334007543
   1.0000000000000000      	   1.9033625730664347      	  0.66744412796146690
   1.0000000000000000      	   1.9000804962323228      	  0.66279993533225545
   1.0000000000000000      	   1.9020111521570127      	  0.66553839478143850
   1.0000000000000000      	   1.9016624547963330      	  0.66501584217556675
   1.0000000000000000      	   1.9006388485203565      	  0.66351189095419649
   1.0000000000000000      	   1.9001063650363359      	  0.66267825415193315
   1.0000000000000000      	   1.9010928842857873      	  0.66409066070862710
   1.0000000000000000      	   1.9008708503951419      	  0.66372893713787928
   1.0000000000000000      	   1.9001831523588741      	  0.66266736322325714
   1.0000000000000000      	   1.8993516679906242      	  0.66132463003964903
   1.0000000000000000      	   1.8992106378157330      	  0.66105512209908146
   1.0000000000000000      	   1.8989752286850310      	  0.66063233350777062
   1.0000000000000000      	   1.8994263190639376      	  0.66130179069603234
   1.0000000000000000      	   1.8991425534534616      	  0.66080256642011204
   1.0000000000000000      	   1.8991370588011216      	  0.66074382878740123
   1.0000000000000000      	   1.8987274804331471      	  0.66003372623740864
   1.0000000000000000      	   1.8991908654326024      	  0.66072773166305354
   1.0000000000000000      	   1.9004003647786716      	  0.66257555143553859
   1.0000000000000000      	   1.9005900880240612      	  0.66281244216458624
   1.0000000000000000      	   1.8999848091458653      	  0.66182462771779726
   1.0000000000000000      	   1.9006969826034008      	  0.66286962748144862
   1.0000000000000000      	   1.8999930848978943      	  0.66172856476923458
   1.0000000000000000      	   1.8996801007863087      	  0.66117934030858128
   1.0000000000000000      	   1.9000335653097895      	  0.66167902815823043
   1.0000000000000000      	   1.8995751933062826      	  0.66089648446349891
   1.0000000000000000      	   1.8997232080356246      	  0.66107177870777067
   1.0000000000000000      	   1.9000257752328851      	  0.66148937919104356
   1.0000000000000000      	   1.9003021560376587      	  0.66186169039242460
   1.0000000000000000      	   1.9001988673138168      	  0.66163784705009121
   1.0000000000000000      	   1.8995906222862622      	  0.66060996084044799
   1.0000000000000000      	   1.9002591795494950      	  0.66160420496673666
   1.0000000000000000      	   1.8998534804024223      	  0.66089703041334069
   1.0000000000000000      	   1.9000804846682242      	  0.66118920504431544
   1.0000000000000000      	   1.9008040279531064      	  0.66225415197504900
   1.0000000000000000      	   1.8990120480880814      	  0.65932127754763792
   1.0000000000000000      	   1.9008573977817600      	  0.66219804221740097
   1.0000000000000000      	   1.8999939250513878      	  0.66076770936563922
   1.0000000000000000      	   1.8999911889734280      	  0.66068850358691766
   1.0000000000000000      	   1.9006932455369676      	  0.66172280581119303
   1.0000000000000000      	   1.9012902156746265      	  0.66257184875061115
   1.0000000000000000      	   1.9005416233740453      	  0.66133028612689748
   1.0000000000000000      	   1.9020547375185075      	  0.66354090683968925
   1.0000000000000000      	   1.9018229971534433      	  0.66313214728138592
   1.0000000000000000      	   1.9021103005318516      	  0.66346869807085773
   1.0000000000000000      	   1.9021253019366104      	  0.66341202207271577
   1.0000000000000000      	   1.9021036159275173      	  0.66330117589752180
   1.0000000000000000      	   1.9028585010757959      	  0.66428284332010346
   1.0000000000000000      	   1.9032653873507823      	  0.66476019306065370
   1.0000000000000000      	   1.9040067786999990      	  0.66567755837866072
   1.0000000000000000      	   1.9058103792859740      	  0.66794732129746970
   1.0000000000000000      	   1.9066041362628101      	  0.66885845850645576
   1.0000000000000000      	   1.9060758508304740      	  0.66811532055120060
   1.0000000000000000      	   1.9065930440055987      	  0.66867572490461447
   1.0000000000000000      	   1.9073132674419440      	  0.66947577219400778
   1.0000000000000000      	   1.9078208687877514      	  0.67000416088166359
   1.0000000000000000      	   1.9072543543800284      	  0.66922489106153116
   1.0000000000000000      	   1.9083633298180831      	  0.67047473279272662
   1.0000000000000000      	   1.9088824384033423      	  0.67100023504647455
   1.0000000000000000      	   1.9095162088896636      	  0.67165567153901462
   1.0000000000000000      	   1.9100971960211108      	  0.67224417048004981
   1.0000000000000000      	   1.9105830464452700      	  0.67271544910002656
   1.0000000000000000      	   1.9108778302972302      	  0.67295806673986780
   1.0000000000000000      	   1.9121060548867910      	  0.67428332565798010
   1.0000000000000000      	   1.9128998694514840      	  0.67508458237418578
   1.0000000000000000      	   1.9135263463928307      	  0.67568279388738162
   1.0000000000000000      	   1.9147099020366278      	  0.67694467610907039
   1.0000000000000000      	   1.9153468207173918      	  0.67757646217838441
   1.0000000000000000      	   1.9165319606148801      	  0.67886152370648312
   1.0000000000000000      	   1.9172486312358727      	  0.67958047678431521
   1.0000000000000000      	   1.9181944199907650      	  0.68060599563303381
   1.0000000000000000      	   1.9189593408127030      	  0.68148038084796680
   1.0000000000000000      	   1.9195998825225677      	  0.68221037082657132
   1.0000000000000000      	   1.9203889546112749      	  0.68316346652508630
   1.0000000000000000      	   1.9211000307319606      	  0.68401728665893657
   1.0000000000000000      	   1.9218609785922836      	  0.68504109302598293
   1.0000000000000000      	   1.9225139417084165      	  0.68609439490185908
   1.0000000000000000      	   1.9231281611856623      	  0.68721121953475894
   1.0000000000000000      	   1.9236976535998687      	  0.68832491124439343
   1.0000000000000000      	   1.9241860954283483      	  0.68953446780677063
   1.0000000000000000      	   1.9244482381954269      	  0.69066587914656197
   1.0000000000000000      	   1.9245193445029833      	  0.69329307163194887
   1.0000000000000000      	   1.9242822352409061      	  0.69462005994980691
   1.0000000000000000      	   1.9239223459917332      	  0.69573709328821998
   1.0000000000000000      	   1.9232145530920148      	  0.69720194647158984
   1.0000000000000000      	   1.9224500467462147      	  0.69853608417184121
   1.0000000000000000      	   1.9214717851573653      	  0.69997535328529503
   1.0000000000000000      	   1.9203227010443784      	  0.70144527817778268
   1.0000000000000000      	   1.9188779972700554      	  0.70309284426046492
   1.0000000000000000      	   1.9174246316740136      	  0.70466628509210716
   1.0000000000000000      	   1.9159736564665379      	  0.70620770263875843
   1.0000000000000000      	   1.9143981474849425      	  0.70784064789164081
   1.0000000000000000      	   1.9125574404606442      	  0.70969341257376273
   1.0000000000000000      	   1.9104539128934452      	  0.71176216027155970
   1.0000000000000000      	   1.9079350185307486      	  0.71418667510860656
   1.0000000000000000      	   1.9053532344136752      	  0.71665726439007238
   1.0000000000000000      	   1.9030541118842246      	  0.71886844983605014
   1.0000000000000000      	   1.9010868705131378      	  0.72075105715307475
   1.0000000000000000      	   1.8990550318726511      	  0.72268567755174262
   1.0000000000000000      	   1.8961891488707403      	  0.72530919364276991
   1.0000000000000000      	   1.8941325155341060      	  0.72722909701327076
   1.0000000000000000      	   1.8920892351241778      	  0.72924911707670992
   1.0000000000000000      	   1.8908742245331041      	  0.73060718566546756
   1.0000000000000000      	   1.8865555191223371      	  0.73500413365291528
   1.0000000000000000      	   1.8841590125420877      	  0.73806600012023527
   1.0000000000000000      	   1.8816854701678751      	  0.74184656312617647
   1.0000000000000000      	   1.8804354695011245      	  0.74428411044767739
   1.0000000000000000      	   1.8776846953451665      	  0.75001920329213612
   1.0000000000000000      	   1.8754039179577651      	  0.75575969316990732
   1.0000000000000000      	   1.8716953366664653      	  0.76607062353352751
   1.0000000000000000      	   1.8687433300973506      	  0.77508452224130275
   1.0000000000000000      	   1.8633090031077850      	  0.79188471626419388
   1.0000000000000000      	   1.8579121615500669      	  0.80984420006217162
   1.0000000000000000      	   1.8525300279659165      	  0.82729063854507112
   1.0000000000000000      	   1.7742004775714966      	   1.0160463500299226
   1.0000000000000000      	   1.7338893191102709      	   1.0994699246116271
   1.0000000000000000      	   1.6342103552298848      	   1.3043483322332825
   1.0000000000000000      	   1.4396956839313204      	   1.4439314851395162
   1.0000000000000000      	   1.3866291545430238      	   1.4683559744232599
   1.0000000000000000      	   1.3379280791844357      	   1.4921699349244801
   1.0000000000000000      	   1.3187115067583985      	   1.5060361336837316
   1.0000000000000000      	   1.3097687629260082      	   1.5145389603324213
   1.0000000000000000      	   1.3860259370362076      	   2.0990134950529891
   1.0000000000000000      	   1.3831736585956973      	   2.0954481032903409
   1.0000000000000000      	   1.3800531558563758      	   2.0941151654380303
   1.0000000000000000      	   1.3773404982190789      	   2.0943739340777383
   1.0000000000000000      	   1.3738825817003570      	   2.0965367155816717
   1.0000000000000000      	   1.3702362156618269      	   2.1013258443483140
   1.0000000000000000      	   1.3686889116518608      	   2.1061712678534308
   1.0000000000000000      	   1.3688487734147348      	   2.1084082967846265
   1.0000000000000000      	   1.3707478178578976      	   2.1134014446893090
   1.0000000000000000      	   1.3722630819657298      	   2.1159778788623731
   1.0000000000000000      	   1.3750530926977924      	   2.1206221533855980
   1.0000000000000000      	   1.3771891063373061      	   2.1254724653556218
   1.0000000000000000      	   1.3784709854366588      	   2.1297758697578320
   1.0000000000000000      	   1.3796511030824328      	   2.1368584399585426
   1.0000000000000000      	   1.3801759768475355      	   2.1415051386001536
   1.0000000000000000      	   1.3805476614373697      	   2.1475843519663753
   1.0000000000000000      	   1.3806865052124340      	   2.1540917720325345
   1.0000000000000000      	   1.3807286546400737      	   2.1603984111238987
   1.0000000000000000      	   1.3808107143222876      	   2.1656929797990525
   1.0000000000000000      	   1.3809521014754276      	   2.1699488512652700
   1.0000000000000000      	   1.3816398738206268      	   2.1789169253524290
   1.0000000000000000      	   1.3820298128015291      	   2.1824058116380169
   1.0000000000000000      	   1.3828455862349507      	   2.1880482204212184
   1.0000000000000000      	   1.3842236382764304      	   2.1956478579913430
   1.0000000000000000      	   1.3851599112799242      	   2.2003440844688646
   1.0000000000000000      	   1.3845770421132573      	   2.1978699374142314
   1.0000000000000000      	   1.3862779864118244      	   2.2060439667211802
   1.0000000000000000      	   1.3876301196006930      	   2.2124739632370671
   1.0000000000000000      	   1.3898620696981681      	   2.2221206970608067
   1.0000000000000000      	   1.3918088829840654      	   2.2289783326631207
   1.0000000000000000      	   1.3933899950845301      	   2.2336510744275859
   1.0000000000000000      	   1.3959866298324100      	   2.2398040270012443
   1.0000000000000000      	   1.3995707295678359      	   2.2469347950263083
   1.0000000000000000      	   1.4037320134691242      	   2.2544195237416953
   1.0000000000000000      	   1.4082732778160412      	   2.2625590940036977
   1.0000000000000000      	   1.4136367027518766      	   2.2729204478734468
   1.0000000000000000      	   1.4206434319145036      	   2.2885927583186598
   1.0000000000000000      	   1.4331213533917360      	   2.3191418685423488
   1.0000000000000000      	   1.4796708109458503      	   2.4220407878852788
   1.0000000000000000      	   1.4951220790966813      	   2.4477790186864672
   1.0000000000000000      	   1.5126249738401949      	   2.4716682349737695
   1.0000000000000000      	   1.5320906094066302      	   2.4959511491783859
   1.0000000000000000      	   1.5492634880840985      	   2.5119821957642525
   1.0000000000000000      	   1.6701308063345923      	   2.6944149930794294
   1.0000000000000000      	   1.4240032589202594      	   2.9635013543953130
   1.0000000000000000      	   1.4170238400537722      	   2.9908783518824658
   1.0000000000000000      	   1.4145150792393857      	   3.0061321079760184
   1.0000000000000000      	   1.4132142301871764      	   3.0123487509857556
   1.0000000000000000      	   1.4120508027251619      	   3.0185884594993486
   1.0000000000000000      	   1.4113363108340673      	   3.0248925829950797
   1.0000000000000000      	   1.4114464874048760      	   3.0299075012764765
   1.0000000000000000      	   1.4123099066481650      	   3.0351633305195267
   1.0000000000000000      	   1.4140974506208013      	   3.0406795433880451
   1.0000000000000000      	   1.4161868005424647      	   3.0451931711618725
   1.0000000000000000      	   1.4204943161110442      	   3.0531295768737436
   1.0000000000000000      	   1.4259297742622246      	   3.0611462567647374
   1.0000000000000000      	   1.4336538763391733      	   3.0704163222454390
   1.0000000000000000      	   1.4444062767533148      	   3.0817600587536775
   1.0000000000000000      	   1.4629463886906307      	   3.0980932235393981
   1.0000000000000000      	   1.4919557409612560      	   3.1200614627015399
   1.0000000000000000      	   1.5475993862195436      	   3.1562672536551823
   1.0000000000000000      	   1.6390402128567081      	   3.2123147647106967
   1.0000000000000000      	   1.6709167520930968      	   3.2342301665393118
   1.0000000000000000      	   1.6892934297558388      	   3.2476557852790848
   1.0000000000000000      	   1.6990850743905108      	   3.2555852320885252
   1.0000000000000000      	   1.7079640252421446      	   3.2639413680718525
   1.0000000000000000      	   1.7127722698885284      	   3.2698195771958876
   1.0000000000000000      	   1.7159969374883857      	   3.2745047282834410
   1.0000000000000000      	   1.7191893496377417      	   3.2799913891677601
   1.0000000000000000      	   1.7212329034854239      	   3.2850963949062346
   1.0000000000000000      	   1.7231603585292747      	   3.2906254960646768
   1.0000000000000000      	   1.7241426827359370      	   3.2939911258623318
   1.0000000000000000      	   1.7246069727212254      	   3.2961445230476540
   1.0000000000000000      	   1.7252689287448872      	   3.3013101581830377
   1.0000000000000000      	   1.7249602656887488      	   3.3006816657510698
   1.0000000000000000      	   1.7255188461350477      	   3.3074194607473135
   1.0000000000000000      	   1.7260097898699596      	   3.3126189635796499
   1.0000000000000000      	   1.7259912208491732      	   3.3150702095718767
   1.0000000000000000      	   1.7255606544150117      	   3.3177248306556040
