Time,Unnamed: 0,timestamps,lon,BrR2,Br,Bn,Bt,B,olon
2022-02-25 09:00:00,5140.5,1645784981.6487086,157.41940222503683,2.7945472187806857,7.295153922209303,-0.02981875802325581,-4.096982407872093,12.411852871153995,163.3144092274174
2022-02-25 12:00:00,5226.5,1645795731.5445228,153.96110178979924,2.1664022037130133,5.681494558023256,2.2645831312790694,-3.250207776139535,10.51709672845284,161.67174142406483
2022-02-25 15:00:00,5313.0,1645806543.940184,153.61501533943851,3.6685145617812536,9.672061606896552,0.34955728780459766,-6.493044395632183,13.234980413584454,160.02041952835296
2022-02-25 18:00:00,5399.5,1645817356.3360453,149.1570542077003,2.6881412903934243,7.11581576127907,1.8812502938139535,-4.609298383023256,13.000953468926621,158.37000424769786
2022-02-25 21:00:00,5486.0,1645828168.7320461,147.47020767503665,3.49361456902002,9.295376398505747,1.4455758728390804,-2.10697063491954,13.026664411594494,156.72050955915518
2022-02-26 00:00:00,5572.5,1645838981.1281965,145.43785496922615,2.9667887974958544,7.931814331744186,-1.5544577027906976,-7.110699456395349,13.413085850685722,155.07194247193652
2022-02-26 03:00:00,5658.5,1645849731.0250816,144.01316959255783,2.982946029557001,8.014487122093023,2.292349160465116,-5.907748566046512,13.18447326625217,153.4338375010017
2022-02-26 06:00:00,5745.0,1645860543.4217007,142.87730705998194,3.5291327947433326,9.526583301149426,0.43175648682758616,-1.6070286339540232,12.183892952617061,151.7871576892388
2022-02-26 09:00:00,5831.5,1645871355.818963,141.6786205829494,3.4558495185446167,9.372294610465117,1.1964416607290698,-6.272822750081395,13.282017832000141,150.1414377587559
2022-02-26 12:00:00,5918.0,1645882168.2166326,136.6909642327313,2.2651744020803104,6.1721952391954025,-6.606673490114942,-8.20855529045977,14.105151849502352,148.49669256048372
2022-02-26 15:00:00,6004.5,1645892980.6144774,131.81368262104985,2.856200080640398,7.825882613883721,1.2576940054651162,-5.607535143000001,12.531128946331798,146.85292957911722
2022-02-26 18:00:00,6090.5,1645903730.512883,130.19347694837123,2.3625841595097237,6.5057193648837215,-0.32071642325581395,-2.9270332609302327,10.04362183921149,145.21965592305938
2022-02-26 21:00:00,6177.0,1645914542.9106996,129.08572148463247,2.1750770723928783,6.014730937011494,0.969700042827586,-4.178375718505747,9.827303136400175,143.57789150269505
2022-02-27 00:00:00,6263.5,1645925355.3086607,128.2830634596438,2.735408872194369,7.60431846511628,-0.010060348639534889,1.788353959883721,10.212411863693568,141.93714364706187
2022-02-27 03:00:00,6350.0,1645936167.7066905,127.13293937910495,2.71781056419755,7.594140539850574,2.1699469618390803,4.02652240029885,10.3439376054126,140.29742808514237
2022-02-27 06:00:00,6436.5,1645946980.104756,126.36013307443781,2.915627617647777,8.18776481511628,1.5912334411627906,3.0440726297674416,10.70997237924688,138.65875274024614
2022-02-27 09:00:00,6522.5,1645957730.0035117,125.23925164646775,3.023573263151247,8.531274138372094,-0.2282689989534884,3.9141904,10.717758713833996,137.0305956295731
2022-02-27 12:00:00,6609.0,1645968542.4018035,123.32599741263488,3.053379905971843,8.659568104597701,-2.047545738275862,1.3002513587356321,10.124643655821226,135.3940368673655
2022-02-27 15:00:00,6695.5,1645979354.800487,120.96146840776979,2.1002422599093378,5.986553123023256,-6.9072510315116284,1.6544907989534885,11.165598439603832,133.75855473214912
2022-02-27 18:00:00,6782.0,1645990167.1994123,121.21007079823134,2.9472168837428825,8.445549067816092,-6.153076273563218,0.36476491620689655,11.05570143993209,132.12416592545597
2022-02-27 21:00:00,6868.5,1646000979.5984404,,2.7264669045041585,7.850144034418604,-2.3236763709302326,-0.7762066059651161,9.09074926754579,130.49087888769353
2022-02-28 00:00:00,6954.5,1646011729.4982657,123.67709299610136,2.898536664753187,8.388949143023256,1.4317960939069767,3.006484543488372,9.984858926060308,128.86814086590272
2022-02-28 03:00:00,7041.0,1646022541.8984473,121.54667349300739,2.9010923864712646,8.438703172413794,1.8250141360689656,1.5567867870804597,9.633312495434486,127.23709563652535
2022-02-28 06:00:00,7127.5,1646033354.2989998,120.5752548428178,2.370347173680639,6.931247019511629,-0.9428987699418604,-2.8502352023255813,9.280561965289742,125.60719086000665
2022-02-28 09:00:00,7214.0,1646044166.6998162,119.9323239530886,2.4767368214676786,7.2794044712643675,0.6631012996551724,-0.481851857413793,9.330745731387575,123.9784442552579
2022-02-28 12:00:00,7300.5,1646054979.100521,119.59427326797903,2.632395798825054,7.77807286744186,-2.7066634774418605,0.3611247005,9.233219690667848,122.35086483273048
2022-02-28 15:00:00,7386.5,1646065729.0015686,119.02746931984841,2.3806863026886775,7.070545103488372,0.8784680709069768,-2.3078716841860465,9.02399162970861,120.73386729144053
2022-02-28 18:00:00,7473.0,1646076541.4023333,118.24080182193427,1.6509151636485009,4.9252423187356325,-5.327386382758621,-3.808795194367816,9.403188901585542,119.10866299183499
2022-02-28 21:00:00,7559.5,1646087353.803222,117.45974707114033,1.293703207902241,3.882557372337209,-0.8242570093023256,-5.4661177162790695,10.289762164511224,117.48466697088514
2022-03-01 00:00:00,7646.0,1646098166.2042742,116.33694533808433,0.8447763552379715,2.5457704225287356,1.1917208207586207,-3.5101990213793104,9.589119383901465,115.8618980146651
2022-03-01 03:00:00,7732.5,1646108978.6055691,112.10686850611927,-2.2193589482345577,-6.7332945072488375,2.476106205232558,5.076027697906977,11.025841799069154,114.24036563523427
2022-03-01 06:00:00,7818.5,1646119731.5234857,,-1.9821261589678578,-6.0430513848837215,4.798702290232558,2.7344225343023254,11.525381443413279,112.62899824031392
2022-03-01 09:00:00,7905.0,1646130543.9216094,103.11223166932317,-2.2784877879194,-6.985606660574712,-2.592708347241379,4.213616185287356,10.255575771900855,111.00998325994057
2022-03-01 12:00:00,7991.5,1646141356.31971,101.52292659210903,-2.9990862187845777,-9.247576974732558,-0.016133220581395324,3.84137435627907,12.482023640969356,109.39224859367398
2022-03-01 15:00:00,8078.0,1646152168.7197363,96.53125917186627,-1.1448011934232014,-3.5460785333333336,2.1540159106896555,2.454577908387931,9.39361896938325,107.77581390071974
2022-03-01 18:00:00,8164.5,1646162981.12087,94.55674516185827,-1.4649797719666153,-4.569801455232558,-1.4959323677790697,5.899384663953489,12.053669922206392,106.16068943420798
2022-03-01 21:00:00,8250.5,1646173731.0233378,91.81957499562823,-1.6384432312213606,-5.124455243023256,-1.9378388906976745,3.448237191627907,13.363474552658376,104.55621883393536
2022-03-02 00:00:00,8337.0,1646184543.4258497,90.34361187547741,0.1351187326836568,0.42347572965517244,-1.2814004304022988,11.836526140229886,14.233151753499865,102.94376099013182
2022-03-02 03:00:00,8423.5,1646195355.8290462,91.35085914950541,-3.8501793807643767,-12.196377888372092,2.2948601246627907,-4.977806566325581,14.276058886800195,101.33265985456701
2022-03-02 06:00:00,8510.0,1646206168.2331374,90.24411187109149,-2.6405372697521887,-8.40322489908046,1.3713872102528735,3.9814989841379314,13.797498135660627,99.72293657722473
2022-03-02 09:00:00,8596.5,1646216980.637883,88.54774389412408,-1.512398342963228,-4.850522426104651,-0.3661428131395349,5.127381745,13.054209362958977,98.11460196850328
2022-03-02 12:00:00,8682.5,1646227730.5436509,87.88520024068485,-3.4917113956085353,-11.244824072093023,1.3638520001627907,-6.249125604651163,14.145107571744186,96.51696088869721
2022-03-02 15:00:00,8769.0,1646238542.9493902,87.31220718479928,-3.9316655309464594,-12.730729545977011,1.4393787835172416,-5.190427104942529,14.477739560943744,94.91145257665572
2022-03-02 18:00:00,8855.5,1646249355.3554766,85.7379381010026,-1.6596341780747346,-5.393226829651163,4.523492733139535,-5.40264618127907,13.002263667871613,93.30738228810935
2022-03-02 21:00:00,8942.0,1646260167.761804,83.76369788816923,-0.7388057681232422,-2.433967636091954,0.7480943135632183,-5.517343479218391,16.052218444657086,91.70477252573176
2022-03-03 00:00:00,9028.5,1646270980.1684992,81.255881360728,-1.2340914156520513,-4.066104858372093,5.632589964883721,6.3103008423255815,15.576997480370382,90.10363472725977
2022-03-03 03:00:00,9114.5,1646281730.0761154,78.21516833073152,-3.4067040350929445,-11.280640352941177,-2.4931708620117647,6.275808305411765,14.728438769311635,88.51323264509303
2022-03-03 06:00:00,9201.0,1646292542.4832985,75.81344475365705,-2.3703381259738356,-7.895022368390805,3.6691442520689654,1.2808751748275862,12.896107527488995,86.9150907622445
2022-03-03 09:00:00,9287.5,1646303354.8891857,72.72566155601173,-2.1621836204432996,-7.243397711511628,1.3521088958139535,2.9797036640697674,12.365106003024357,85.3184734591696
2022-03-03 12:00:00,9374.0,1646314167.2940338,72.39813801978521,-1.7820853859043986,-5.997812971264368,0.2739706765517242,6.528847401034483,12.821023111654943,83.72340456796549
2022-03-03 15:00:00,9460.5,1646324979.698069,70.38250128866642,-0.7843782939976258,-2.6525451599534886,-3.4697794366279067,2.3500035461627906,11.930017530205689,82.12989623202607
