,Time,lon,pdens,adens,pvel,avel,Ahe,vap,B,radius,BrR2,mag,edens,ed,Br,Bt,Bn,vr,vt,vn,vA,MA,use_dens,sigmac,sigmar,olon
0,2022-02-23 10:00:00,,5.14655510039938,0.0518736346557533,290.76546661616163,391.03517462626263,0.0107952202025523,100.98740881818182,120.49871041507024,0.1390596775723226,-2.1476198395407713,-2.1476198395407713,5.998562796480523,310.2001566660378,-111.06415285568328,7.936210990001813,18.220047367595143,290.76546661616163,-51.72950685858586,17.82227984141414,155.01451425117946,1.876011303695348,310.2001566660378,-0.5868318671591468,0.4434498426997328,57.17967880557352
1,2022-02-23 10:20:00,58.766414535961005,6.274671940070727,0.0457668553859113,299.450587322884,403.1320539122257,0.0078408393164888,103.99542126018808,122.84235080017366,0.1386553138690974,-1.9866782922920911,-1.9866782922920911,5.985773560507095,311.33874265002976,-103.3188157828434,-29.95620625000752,-7.1708155458993525,299.450587322884,-78.12236264576802,-8.661947549529781,157.89821767163423,1.900400249751663,311.33874265002976,-0.2492205469255041,0.4301557550089551,57.18047688446358
2,2022-02-23 10:40:00,59.344997238044954,5.143678376063135,0.0486924385768385,301.6574455575757,404.5754962636363,0.0104334221677471,102.9450613121212,123.41295118841164,0.1380458969587111,-1.9582451738965896,-1.9582451738965896,5.871563158325965,308.1327262497249,-102.78337804131262,7.836990691523951,-24.868923378606997,301.6574455575757,-48.50832601421212,-31.190488109818183,159.31629277072642,1.894753776233447,308.1327262497249,0.073603477961968,0.1674635695366591,57.18338994162421
3,2022-02-23 11:00:00,59.89035772096294,6.467003083603117,0.0459199592490427,301.9574771202346,404.5493464281525,0.0074179470493443,102.7464624340176,132.44101340874144,0.1374644807944331,-2.1641332901007355,-2.1641332901007355,6.205284912912809,328.4161988377676,-114.53883142226324,-23.304431513811767,-16.52344032773373,301.9574771202346,-64.30228279178885,-20.234102702234605,165.54316560631196,1.8250801122595188,328.4161988377676,0.4830901694007504,-0.3385236498906353,57.1881774120097
4,2022-02-23 11:20:00,58.88737843432521,5.642274397017119,0.0437689545286402,298.26072347507335,413.46492761876834,0.0082435198250971,115.33318437829912,137.55583914006357,0.1368856989239232,-2.2930728462172274,-2.2930728462172274,6.020506970944121,321.2852481855923,-122.38878962118592,-7.829426050723296,-3.638595284066267,298.26072347507335,-56.19969298005865,-2.3809082584369494,173.88709207126664,1.7159950211459207,321.2852481855923,0.8961051964452761,-0.2687458649263408,57.194933713401745
5,2022-02-23 11:40:00,59.050465549821006,4.837576543267592,0.0378116904623038,298.0322529909091,420.38812625454545,0.0086671669742305,122.4504965969697,135.42713905151595,0.1362889466584953,-2.2574681481070145,-2.2574681481070145,5.583363321996402,300.57846360366347,-121.54239030923306,15.508429829976864,-34.25495217804204,298.0322529909091,-47.59258129090909,-36.35639505563636,177.00454663124245,1.684447319584678,300.57846360366347,0.871436333479084,-0.3503698948568268,57.20399844892548
6,2022-02-23 12:00:00,59.13532620631888,6.5376831569081,0.0305121088332883,331.35730169501466,435.10959297947215,0.0047390712294885,104.2152968856305,136.57693662245998,0.1357073854616719,-1.9639306633037712,-1.9639306633037712,5.305229764794493,288.0424266040539,-106.65431334115408,-55.37268747976534,-39.05734501053877,331.35730169501466,-101.2201075510264,-34.40461418912023,182.4026300761156,1.8174432186217633,288.0424266040539,0.9324448981564109,-0.2820847488294257,57.21490548527427
7,2022-02-23 12:20:00,58.222393299064954,6.061331269437856,0.0324943915498556,329.9876952932552,451.635267143695,0.005602176729858,121.92505650733138,142.99793875152437,0.1351114423138796,-2.207920851880949,-2.207920851880949,5.421954904310218,297.0119749675144,-120.95562653576656,-44.064684474576495,-3.007191978230724,329.9876952932552,-90.61564597302052,5.857831944721408,188.01386702856308,1.7554645259564023,297.0119749675144,0.8941527192542503,-0.3012169147418075,57.22822579119866
8,2022-02-23 12:40:00,58.3975944426831,4.9949870922361965,0.0366014285923965,323.2571677471591,460.06712217329545,0.007529972838448,136.80995442613636,137.68561958365515,0.1345219692255901,-2.2631693837377735,-2.2631693837377735,5.137112834044814,283.8844567915078,-125.0532453068349,-15.092989568262643,13.701680588536933,323.2571677471591,-69.78023277073864,22.44197195252841,185.15383741485476,1.7460118765850932,283.8844567915078,0.944462463110483,-0.1506488809699279,57.24357803888567
9,2022-02-23 13:00:00,57.631015334904205,5.5169469012054195,0.0350939469438031,344.4927297784091,469.7412464602273,0.0066031560781492,125.34087003409093,138.43032271239244,0.1339226525358742,-2.0168226494207637,-2.0168226494207637,5.2724304328056215,293.96047893307315,-112.45100516709395,-40.78762643726819,46.416477716332594,344.4927297784091,-93.60660244261364,61.44046324034091,182.92628729637445,1.883530430055723,293.96047893307315,0.938367699183814,-0.1762746835959368,57.26141653987897
