,Time,Time.1,timestamps,lon,oxy,car,iron,olon
30,2022-02-18 05:22:36.330000,2022-02-18 05:22:36.330000,1645161756.33,244.17796873257413,0.0850164,1.3269632,0.11977307,259.77271059898163
31,2022-02-18 05:32:36.328000,2022-02-18 05:32:36.328000,1645162356.328,244.38756122496454,0.09590592,1.3797513,0.10703422,259.67891937326607
32,2022-02-18 05:42:36.326000,2022-02-18 05:42:36.326000,1645162956.3260002,243.89261740840027,0.09112813,1.1735464,0.1099946,259.5851295673883
33,2022-02-18 05:52:36.324000,2022-02-18 05:52:36.324000,1645163556.324,243.2662082892323,0.09108091,1.4095944,0.12145509,259.49134118226607
34,2022-02-18 06:02:36.322000,2022-02-18 06:02:36.322000,1645164156.3219998,243.55356787620968,0.11216639,1.3706254,0.11524844,259.3975542187882
35,2022-02-18 06:12:36.322000,2022-02-18 06:12:36.322000,1645164756.3219998,243.06650890840925,0.13695872,1.6474465,0.12714963,259.30376836523504
36,2022-02-18 06:22:36.320000,2022-02-18 06:22:36.320000,1645165356.32,242.52830294980464,0.14020915,1.9780324,0.13778412,259.2099842477773
37,2022-02-18 06:32:36.318000,2022-02-18 06:32:36.318000,1645165956.318,243.9699011939239,0.112378486,1.7258836,0.12250438,259.1162015546788
38,2022-02-18 06:42:36.316000,2022-02-18 06:42:36.316000,1645166556.316,243.1689557228484,0.13067387,1.7870623,0.114480615,259.02242028684435
39,2022-02-18 06:52:36.314000,2022-02-18 06:52:36.314000,1645167156.314,243.76483474598965,0.11309378,1.5517873,0.12087878,258.92864044518035
40,2022-02-18 07:02:36.312000,2022-02-18 07:02:36.312000,1645167756.312,243.03144733754732,0.09098909,1.3991876,0.097667366,258.8348620305934
41,2022-02-18 07:12:36.310000,2022-02-18 07:12:36.310000,1645168356.3100002,243.2155409167849,0.099230215,1.3530384,0.09901543,258.74108504402034
42,2022-02-18 07:22:36.308000,2022-02-18 07:22:36.308000,1645168956.308,243.1276020652239,0.10472272,1.5917199,0.102687635,258.6473094863251
43,2022-02-18 07:32:36.306000,2022-02-18 07:32:36.306000,1645169556.3059998,242.838610374105,0.09078484,1.380039,0.11047148,258.5535353584307
44,2022-02-18 07:42:36.304000,2022-02-18 07:42:36.304000,1645170156.304,242.15695968007864,0.08509725,1.3672565,0.10343937,258.45976266126064
45,2022-02-18 07:52:36.302000,2022-02-18 07:52:36.302000,1645170756.302,241.29686540644062,0.08516321,1.2093543,0.09933451,258.3659913957103
46,2022-02-18 08:02:36.300000,2022-02-18 08:02:36.300000,1645171356.3,239.06104676390044,0.08316683,1.1273558,0.09641289,258.27222156268937
47,2022-02-18 08:12:36.297000,2022-02-18 08:12:36.297000,1645171956.297,238.04938078331082,0.07328448,1.1609561,0.095831655,258.1784533194072
48,2022-02-18 08:22:36.295000,2022-02-18 08:22:36.295000,1645172556.295,239.63643271572062,0.072398975,1.2144225,0.09974191,258.08468635418905
49,2022-02-18 08:32:36.293000,2022-02-18 08:32:36.293000,1645173156.293,239.70053529305596,0.074333884,1.1381974,0.09863094,257.99092082424914
50,2022-02-18 08:42:36.291000,2022-02-18 08:42:36.291000,1645173756.291,240.85378446584699,0.068296544,1.3220127,0.09859731,257.8971567304701
51,2022-02-18 08:52:36.289000,2022-02-18 08:52:36.289000,1645174356.289,241.1719180066747,0.07083992,1.1975815,0.09176796,257.80339407379364
52,2022-02-18 09:02:36.287000,2022-02-18 09:02:36.287000,1645174956.2870002,240.51204078704114,0.07379004,1.0888984,0.10157386,257.7096328551332
53,2022-02-18 09:12:36.285000,2022-02-18 09:12:36.285000,1645175556.2849998,240.18505167069958,0.071544185,1.0796578,0.09899379,257.61587307537354
54,2022-02-18 09:22:36.283000,2022-02-18 09:22:36.283000,1645176156.283,240.33492847056036,0.066620596,1.6746966,0.11303475,257.52211473545816
55,2022-02-18 09:32:36.281000,2022-02-18 09:32:36.281000,1645176756.281,240.02352185254983,0.06970244,1.1776292,0.10614346,257.42835783628766
56,2022-02-18 09:42:36.279000,2022-02-18 09:42:36.279000,1645177356.279,240.157797141051,0.06663838,1.3602059,0.101321645,257.3346023787917
57,2022-02-18 09:52:36.277000,2022-02-18 09:52:36.277000,1645177956.277,240.2388482613485,0.0985706,0.9831038,0.10758829,257.24084836387226
58,2022-02-18 10:02:36.275000,2022-02-18 10:02:36.275000,1645178556.275,240.41196962963912,0.08510781,1.1532645,0.1140015,257.1470957924459
59,2022-02-18 10:12:36.273000,2022-02-18 10:12:36.273000,1645179156.273,240.94037043643837,0.080743946,1.1627287,0.11388435,257.0533446654297
60,2022-02-18 10:22:36.271000,2022-02-18 10:22:36.271000,1645179756.271,240.6930201935692,0.071942255,1.221959,0.09816077,256.9595949837558
61,2022-02-18 10:32:36.269000,2022-02-18 10:32:36.269000,1645180356.269,241.69062362488737,0.06931203,1.0855418,0.10219205,256.86584674832824
62,2022-02-18 10:42:36.267000,2022-02-18 10:42:36.267000,1645180956.267,241.5904436865533,0.07071312,1.2466749,0.08860736,256.7720999600802
63,2022-02-18 10:52:36.267000,2022-02-18 10:52:36.267000,1645181556.267,241.71618045534788,0.075741015,1.2933874,0.10232213,256.67835430742605
64,2022-02-18 11:02:36.265000,2022-02-18 11:02:36.265000,1645182156.265,241.08644871011427,0.06339573,1.3783956,0.10755329,256.5846104162571
65,2022-02-18 11:12:36.262000,2022-02-18 11:12:36.262000,1645182756.262,239.78034277475263,0.077378936,1.373784,0.10070744,256.4908681312829
66,2022-02-18 11:22:36.260000,2022-02-18 11:22:36.260000,1645183356.26,241.05359089788772,0.06007046,1.3332976,0.0937472,256.3971271408958
67,2022-02-18 11:32:36.258000,2022-02-18 11:32:36.258000,1645183956.258,241.49707550184104,0.07851067,1.0502254,0.11216986,256.30338760229176
68,2022-02-18 11:42:36.256000,2022-02-18 11:42:36.256000,1645184556.256,240.03836619023747,0.07485275,1.1963427,0.111444786,256.2096495163772
69,2022-02-18 11:52:36.254000,2022-02-18 11:52:36.254000,1645185156.2540002,240.30823816907352,0.071514055,1.3364822,0.10797016,256.11591288408954
70,2022-02-18 12:02:36.252000,2022-02-18 12:02:36.252000,1645185756.252,,0.071168825,1.1637257,0.11224774,256.0221777063228
71,2022-02-18 12:12:36.250000,2022-02-18 12:12:36.250000,1645186356.2499998,240.94169298503505,0.06807934,1.3076407,0.112580635,255.92844398403008
72,2022-02-18 12:22:36.248000,2022-02-18 12:22:36.248000,1645186956.248,240.43413008941863,0.07048738,1.3097143,0.11069819,255.83471171812087
73,2022-02-18 12:32:36.246000,2022-02-18 12:32:36.246000,1645187556.246,240.4000156096634,0.062179208,1.1632553,0.11380116,255.7409809095351
74,2022-02-18 12:42:36.244000,2022-02-18 12:42:36.244000,1645188156.244,240.21736710559162,0.077140264,1.2228128,0.10410077,255.6472515591833
75,2022-02-18 12:52:36.242000,2022-02-18 12:52:36.242000,1645188756.242,239.6233927044248,0.08669072,1.3827673,0.10434123,255.55352366799156
76,2022-02-18 13:02:36.240000,2022-02-18 13:02:36.240000,1645189356.24,239.15136763330275,0.07275148,1.2380989,0.09363352,255.45979723690115
77,2022-02-18 13:12:36.238000,2022-02-18 13:12:36.238000,1645189956.2380002,238.99083729115205,0.069571905,1.3983141,0.10938179,255.36607226681
78,2022-02-18 13:22:36.236000,2022-02-18 13:22:36.236000,1645190556.236,240.22966902514537,0.073056474,1.281584,0.109864876,255.27234875867487
79,2022-02-18 13:32:36.234000,2022-02-18 13:32:36.234000,1645191156.234,240.4425960523999,0.09122796,1.1842103,0.10485763,255.17862671340936
80,2022-02-18 13:42:36.232000,2022-02-18 13:42:36.232000,1645191756.232,239.92424390229678,0.07745344,1.3691783,0.10798309,255.0849061319572
81,2022-02-18 13:52:36.230000,2022-02-18 13:52:36.230000,1645192356.23,239.46450707225995,0.08523467,1.4289491,0.108369246,254.9911870152328
82,2022-02-18 14:02:36.228000,2022-02-18 14:02:36.228000,1645192956.228,239.67177884672168,0.07841028,1.4067211,0.10229907,254.8974693641808
83,2022-02-18 14:12:36.226000,2022-02-18 14:12:36.226000,1645193556.2259998,239.4004735869565,0.062227532,1.2384034,0.10952215,254.80375317970257
84,2022-02-18 14:22:36.224000,2022-02-18 14:22:36.224000,1645194156.224,239.07770263970446,0.06958587,1.1731435,0.10342469,254.71003846275815
85,2022-02-18 14:32:36.222000,2022-02-18 14:32:36.222000,1645194756.222,239.22987265742006,0.06927253,1.3911722,0.10862673,254.6163252142647
86,2022-02-18 14:42:36.220000,2022-02-18 14:42:36.220000,1645195356.22,239.17359686756654,0.06388784,1.3114868,0.106525674,254.52261343516892
87,2022-02-18 14:52:36.218000,2022-02-18 14:52:36.218000,1645195956.218,239.0426222994344,0.08101021,1.4117951,0.10742543,254.4289031263888
88,2022-02-18 15:02:36.216000,2022-02-18 15:02:36.216000,1645196556.216,238.7951646426268,0.07734196,1.5090183,0.10167306,254.33519428884313
89,2022-02-18 15:12:36.214000,2022-02-18 15:12:36.214000,1645197156.2140002,239.29035669867415,0.071931355,1.2309653,0.10435512,254.24148692350957
90,2022-02-18 15:22:36.212000,2022-02-18 15:22:36.212000,1645197756.212,238.93888245099467,0.06734529,1.1212295,0.11059024,254.14778103127873
91,2022-02-18 15:32:36.210000,2022-02-18 15:32:36.210000,1645198356.2099998,239.6026021673692,0.06378655,1.3842493,0.10424754,254.05407661311455
92,2022-02-18 15:42:36.208000,2022-02-18 15:42:36.208000,1645198956.208,238.87302932844847,0.080106385,1.3263332,0.106218986,253.96037366993824
93,2022-02-18 15:52:36.206000,2022-02-18 15:52:36.206000,1645199556.206,239.24987668953383,0.07620262,1.2199528,0.09646465,253.86667220270024
94,2022-02-18 16:02:36.204000,2022-02-18 16:02:36.204000,1645200156.204,239.3365782916639,0.09073954,1.1705503,0.10728599,253.77297221232172
95,2022-02-18 16:12:36.202000,2022-02-18 16:12:36.202000,1645200756.202,238.19116136270554,0.08772852,1.4165915,0.08723141,253.679273699742
96,2022-02-18 16:22:36.200000,2022-02-18 16:22:36.200000,1645201356.2,238.46214031381177,0.1076279,1.6512263,0.11272618,253.58557666589743
97,2022-02-18 16:32:36.198000,2022-02-18 16:32:36.198000,1645201956.1980002,236.6917211778079,0.0728273,1.4608274,0.098110445,253.49188111174163
98,2022-02-18 16:42:36.196000,2022-02-18 16:42:36.196000,1645202556.196,236.96640469522703,0.08123344,1.6137955,0.11579026,253.39818703819824
99,2022-02-18 16:52:36.194000,2022-02-18 16:52:36.194000,1645203156.1939998,237.0359564364486,0.087960385,1.4885952,0.097554885,253.3044944462071
100,2022-02-18 17:02:36.191000,2022-02-18 17:02:36.191000,1645203756.191,236.52356887978488,0.11069031,1.4876386,0.09304525,253.2108034928633
101,2022-02-18 17:12:36.189000,2022-02-18 17:12:36.189000,1645204356.189,237.38096666868395,0.1019512,1.7390167,0.103319146,253.11711386680923
102,2022-02-18 17:22:36.187000,2022-02-18 17:22:36.187000,1645204956.187,236.88839306334378,0.09692095,1.8961616,0.09990634,253.02342572512916
103,2022-02-18 17:32:36.185000,2022-02-18 17:32:36.185000,1645205556.185,236.00113665817446,0.08797744,1.7136807,0.0979071,252.92973906877836
104,2022-02-18 17:42:36.183000,2022-02-18 17:42:36.183000,1645206156.183,233.6621180691008,0.099422626,1.9900286,0.08795277,252.83605389867165
105,2022-02-18 17:52:36.181000,2022-02-18 17:52:36.181000,1645206756.181,235.1232965347782,0.06830421,1.98805,0.09776037,252.74237021578065
106,2022-02-18 18:02:36.179000,2022-02-18 18:02:36.179000,1645207356.179,236.7923178479478,0.07629361,1.5671806,0.09700384,252.64868802103365
107,2022-02-18 18:12:36.177000,2022-02-18 18:12:36.177000,1645207956.177,234.55462461891307,0.06437792,1.5932581,0.09137559,252.5550073153898
108,2022-02-18 18:22:36.175000,2022-02-18 18:22:36.175000,1645208556.175,232.99257560115495,0.07214831,1.6079705,0.09223076,252.4613280997783
109,2022-02-18 18:32:36.173000,2022-02-18 18:32:36.173000,1645209156.173,235.29830852152836,0.06373006,1.7869681,0.0901958,252.367650375145
110,2022-02-18 18:42:36.171000,2022-02-18 18:42:36.171000,1645209756.171,236.01125051669106,0.05306026,1.3994397,0.095278434,252.27397414243532
111,2022-02-18 18:52:36.169000,2022-02-18 18:52:36.169000,1645210356.169,235.30964919548325,0.04277177,1.4044456,0.085834466,252.18029940261016
112,2022-02-18 19:02:36.169000,2022-02-18 19:02:36.169000,1645210956.169,235.27803903212228,0.043768298,1.1352818,0.09335794,252.08662584435143
113,2022-02-18 19:12:36.167000,2022-02-18 19:12:36.167000,1645211556.167,235.82273194167766,0.042330317,0.9639584,0.102886625,251.99295409312657
114,2022-02-18 19:22:36.165000,2022-02-18 19:22:36.165000,1645212156.165,235.86373504324297,0.0577195,1.1500742,0.10460036,251.89928383759943
115,2022-02-18 19:32:37.614000,2022-02-18 19:32:37.614000,1645212757.614,235.63052919540112,0.045551326,1.2019881,0.10069854,251.8053885575372
116,2022-02-18 19:42:37.617000,2022-02-18 19:42:37.617000,1645213357.617,235.06161419200564,0.050912846,1.141468,0.086105846,251.7117205193575
117,2022-02-18 19:52:37.615000,2022-02-18 19:52:37.615000,1645213957.615,234.86425605103886,0.04943935,1.3972249,0.08064291,251.6180547603126
118,2022-02-18 20:02:37.613000,2022-02-18 20:02:37.613000,1645214557.613,235.30390485694704,0.063199595,1.3363363,0.07892866,251.5243905007796
119,2022-02-18 20:12:37.611000,2022-02-18 20:12:37.611000,1645215157.611,234.66808440911748,0.060793996,1.185594,0.09778133,251.43072774173856
120,2022-02-18 20:22:37.610000,2022-02-18 20:22:37.610000,1645215757.61,235.11654063509314,0.05297273,1.234114,0.090036996,251.33706632799277
121,2022-02-18 20:32:37.608000,2022-02-18 20:32:37.608000,1645216357.608,234.8868016900517,0.054540563,1.4357979,0.08105061,251.243406572735
122,2022-02-18 20:42:37.606000,2022-02-18 20:42:37.606000,1645216957.6060002,235.30250365234855,0.04357845,1.4465497,0.084999226,251.1497483207961
123,2022-02-18 20:52:37.604000,2022-02-18 20:52:37.604000,1645217557.604,235.17188351288846,0.049941372,1.4840584,0.083543524,251.05609157312944
124,2022-02-18 21:02:37.602000,2022-02-18 21:02:37.602000,1645218157.6019998,234.7729278806046,0.05614703,1.497571,0.07905863,250.96243633068823
125,2022-02-18 21:12:37.600000,2022-02-18 21:12:37.600000,1645218757.6,234.9924094958362,0.06781241,1.4458869,0.08769773,250.86878259444185
126,2022-02-18 21:22:37.598000,2022-02-18 21:22:37.598000,1645219357.598,234.2715949822548,0.0803117,1.3368459,0.08740618,250.77513036531553
127,2022-02-18 21:32:37.596000,2022-02-18 21:32:37.596000,1645219957.596,234.19829776885243,0.06382255,1.3069766,0.09222904,250.6814796442943
128,2022-02-18 21:42:37.594000,2022-02-18 21:42:37.594000,1645220557.594,232.97768556984354,0.057798766,0.9399352,0.104563676,250.587830432334
129,2022-02-18 21:52:37.592000,2022-02-18 21:52:37.592000,1645221157.592,231.3443460486776,0.042703122,0.92067605,0.102025434,250.49418273037563
130,2022-02-18 22:02:37.590000,2022-02-18 22:02:37.590000,1645221757.5900002,231.69114238523375,0.05086597,0.7356123,0.10165738,250.40053653937844
131,2022-02-18 22:12:37.588000,2022-02-18 22:12:37.588000,1645222357.588,231.27958361555423,0.044594616,0.7284604,0.1064365,250.30689186031356
132,2022-02-18 22:22:37.586000,2022-02-18 22:22:37.586000,1645222957.586,231.57881635927143,0.036745925,0.72833407,0.10868258,250.21324869411035
133,2022-02-18 22:32:37.584000,2022-02-18 22:32:37.584000,1645223557.584,231.8620863208552,0.03828119,0.67365915,0.11779592,250.1196070417569
134,2022-02-18 22:42:37.582000,2022-02-18 22:42:37.582000,1645224157.582,230.26277533142846,0.046988066,0.7207144,0.11038125,250.025966904198
135,2022-02-18 22:52:37.580000,2022-02-18 22:52:37.580000,1645224757.58,230.68938182492627,0.04350813,0.8530687,0.119918585,249.9323282823936
136,2022-02-18 23:02:37.578000,2022-02-18 23:02:37.578000,1645225357.5779998,231.47157424790424,0.037646122,0.7036176,0.12226258,249.83869117731905
137,2022-02-18 23:12:37.576000,2022-02-18 23:12:37.576000,1645225957.576,230.18100621295298,0.037151664,0.7538369,0.11694107,249.7450555899356
138,2022-02-18 23:22:37.574000,2022-02-18 23:22:37.574000,1645226557.574,229.61268944466485,0.04186661,0.7479781,0.11744001,249.6514215211763
139,2022-02-18 23:32:37.572000,2022-02-18 23:32:37.572000,1645227157.572,228.82721197404192,0.04627707,0.70857483,0.12155117,249.55778897201725
140,2022-02-18 23:42:37.570000,2022-02-18 23:42:37.570000,1645227757.57,229.58882708938563,0.04589172,0.7635391,0.1129046,249.4641579434365
141,2022-02-18 23:52:37.568000,2022-02-18 23:52:37.568000,1645228357.568,229.81947164417,0.03328793,0.67644405,0.11604108,249.37052843638293
142,2022-02-19 00:00:07.567000,2022-02-19 00:00:07.567000,1645228807.5670002,229.54646940366317,0.04241934,0.8106482,0.10521696,249.30030722716543
143,2022-02-19 00:10:07.565000,2022-02-19 00:10:07.565000,1645229407.5649998,230.19833979223964,0.04922585,0.78853405,0.10230055,249.2066803851097
144,2022-02-19 00:20:07.563000,2022-02-19 00:20:07.563000,1645230007.563,231.49499408609742,0.028208287,0.84129906,0.10565439,249.11305506724847
145,2022-02-19 00:30:07.561000,2022-02-19 00:30:07.561000,1645230607.561,231.28335072693724,0.043052625,0.8485817,0.10624107,249.0194312745184
146,2022-02-19 00:40:07.559000,2022-02-19 00:40:07.559000,1645231207.559,231.20258816114625,0.026828775,0.7733152,0.113285206,248.9258090079148
147,2022-02-19 00:50:07.557000,2022-02-19 00:50:07.557000,1645231807.557,230.77565147573898,0.03502621,0.6751446,0.10522602,248.83218826840468
148,2022-02-19 01:00:07.555000,2022-02-19 01:00:07.555000,1645232407.555,229.7811782164085,0.040297456,0.88042504,0.096643984,248.73856905694103
149,2022-02-19 01:10:07.553000,2022-02-19 01:10:07.553000,1645233007.553,230.30716331700518,0.030035207,0.885759,0.10192915,248.6449513744918
150,2022-02-19 01:20:07.551000,2022-02-19 01:20:07.551000,1645233607.551,230.58949039699286,0.047914438,0.8607588,0.10091499,248.55133522202564
151,2022-02-19 01:30:07.549000,2022-02-19 01:30:07.549000,1645234207.549,230.54427039253355,0.04531122,0.70171034,0.10827186,248.45772060052653
152,2022-02-19 01:40:07.547000,2022-02-19 01:40:07.547000,1645234807.5470002,230.81098703183005,0.040429257,0.7792571,0.11744432,248.36410751094945
153,2022-02-19 01:50:07.545000,2022-02-19 01:50:07.545000,1645235407.5449998,230.6798490479905,0.04442812,0.8533133,0.10685434,248.270495954265
154,2022-02-19 02:00:07.544000,2022-02-19 02:00:07.544000,1645236007.544,231.4406835931224,0.03652307,0.77898127,0.11318133,248.17688577543868
155,2022-02-19 02:10:07.542000,2022-02-19 02:10:07.542000,1645236607.542,230.9919339442799,0.044954635,0.94315803,0.10883846,248.0832772874411
156,2022-02-19 02:20:07.540000,2022-02-19 02:20:07.540000,1645237207.54,230.183299429319,0.03920337,0.81491417,0.10959904,247.9896703352946
157,2022-02-19 02:30:07.538000,2022-02-19 02:30:07.538000,1645237807.538,231.0021566376245,0.036220025,0.8115473,0.1101352,247.89606491991344
158,2022-02-19 02:40:07.536000,2022-02-19 02:40:07.536000,1645238407.536,229.2687896065865,0.035499237,0.7552916,0.118309885,247.80246104228587
159,2022-02-19 02:50:07.534000,2022-02-19 02:50:07.534000,1645239007.5340002,230.24404966692742,0.041480657,0.8900661,0.1139444,247.7088587034001
160,2022-02-19 03:00:07.532000,2022-02-19 03:00:07.532000,1645239607.532,229.68328221380426,0.034253262,0.673966,0.1070272,247.61525790421663
161,2022-02-19 03:10:07.530000,2022-02-19 03:10:07.530000,1645240207.53,228.55126639205358,0.04124708,0.7132227,0.105422795,247.52165864570992
162,2022-02-19 03:20:07.528000,2022-02-19 03:20:07.528000,1645240807.528,229.80553936274322,0.03495532,0.71929675,0.10894893,247.42806092887065
163,2022-02-19 03:30:07.526000,2022-02-19 03:30:07.526000,1645241407.526,229.34810966225223,0.037966877,0.8371245,0.11074914,247.33446475466053
164,2022-02-19 03:40:07.524000,2022-02-19 03:40:07.524000,1645242007.524,230.43790277362703,0.028786195,0.8712985,0.1074646,247.2408701240562
165,2022-02-19 03:50:07.522000,2022-02-19 03:50:07.522000,1645242607.5219998,231.32217665189162,0.030120814,0.7731602,0.10112094,247.1472770380355
166,2022-02-19 04:00:07.520000,2022-02-19 04:00:07.520000,1645243207.52,230.27079969586106,0.041825455,0.76111686,0.08407192,247.0536854975908
167,2022-02-19 04:10:07.518000,2022-02-19 04:10:07.518000,1645243807.518,228.19336590617033,0.032607414,1.0000737,0.09115042,246.96009550368615
168,2022-02-19 04:20:07.516000,2022-02-19 04:20:07.516000,1645244407.516,229.53335132379,0.028557086,0.88855004,0.10015502,246.8665070573011
169,2022-02-19 04:32:38.962000,2022-02-19 04:32:38.962000,1645245158.962,227.65924624215074,0.044840228,0.9182304,0.09210212,246.7492977447077
170,2022-02-19 04:42:38.967000,2022-02-19 04:42:38.967000,1645245758.967,229.57401479651807,0.03200414,0.88760793,0.10143513,246.6557116957627
171,2022-02-19 04:52:38.965000,2022-02-19 04:52:38.965000,1645246358.965,230.6655386343305,0.0432511,0.9151135,0.09520241,246.56212828935995
172,2022-02-19 05:02:38.963000,2022-02-19 05:02:38.963000,1645246958.963,230.15570740820007,0.03713925,0.96149904,0.10031016,246.46854643464764
173,2022-02-19 05:12:38.960000,2022-02-19 05:12:38.960000,1645247558.96,230.71804603985964,0.041537017,0.80853266,0.09993709,246.3749662885932
174,2022-02-19 05:22:38.958000,2022-02-19 05:22:38.958000,1645248158.9580002,230.0564565120115,0.029791187,0.9162362,0.10663574,246.2813875402213
175,2022-02-19 05:32:38.956000,2022-02-19 05:32:38.956000,1645248758.956,229.42597011594395,0.038206752,1.063446,0.08514209,246.1878103464885
176,2022-02-19 05:42:38.954000,2022-02-19 05:42:38.954000,1645249358.9539998,230.22082416767586,0.023153054,1.0030951,0.08904253,246.09423470839388
177,2022-02-19 05:52:38.952000,2022-02-19 05:52:38.952000,1645249958.952,226.98431907134375,0.037223734,1.0178672,0.09913742,246.00066062690655
178,2022-02-19 06:02:38.952000,2022-02-19 06:02:38.952000,1645250558.952,229.11159747694438,0.044370268,0.90543306,0.1086457,245.90708779111475
179,2022-02-19 06:12:38.950000,2022-02-19 06:12:38.950000,1645251158.95,229.7550001255677,0.04754559,1.0728382,0.092786156,245.8135168258068
180,2022-02-19 06:22:38.948000,2022-02-19 06:22:38.948000,1645251758.948,230.06235897638783,0.041918296,1.0720334,0.09691407,245.7199474200648
181,2022-02-19 06:32:38.946000,2022-02-19 06:32:38.946000,1645252358.946,228.06342317469637,0.035123635,1.0202274,0.096545056,245.626379574905
182,2022-02-19 06:42:38.944000,2022-02-19 06:42:38.944000,1645252958.944,229.60354690018133,0.034107916,1.0039079,0.091393135,245.53281329127103
183,2022-02-19 06:52:38.942000,2022-02-19 06:52:38.942000,1645253558.9420002,229.39259936583335,0.033391804,1.0306705,0.089324854,245.43924857016728
184,2022-02-19 07:02:38.940000,2022-02-19 07:02:38.940000,1645254158.94,229.97555749477675,0.038201496,1.089149,0.09358463,245.34568541259637
