bins,Unnamed: 0,lon,use_dens,vr,vt,vn,sigmac,sigmar,olon
91,8415.556390977443,91.47918117409809,24.344107641680758,487.153740286353,-25.313315806955572,-7.876830790735025,0.7321941087258701,-0.29315245909456233,101.45945185193528
92,8267.744186046511,92.57112757241123,24.637487797238375,515.6835475515754,-21.404384247432326,-2.6219068678142814,0.6017844798626598,-0.2888358736312144,104.2136696918822
93,8214.48275862069,93.36600035229561,27.22049320929505,518.1586137131535,-26.070625035762653,-10.436053829363598,0.5853230469801178,-0.5409527313387157,105.20648338173885
94,8163.1875,94.58667102632548,28.36977585076445,512.895854515709,-13.050963049214095,-7.546607976516317,0.5681549497004348,-0.5288328644704973,106.16367719905087
95,8114.368421052632,95.56290942905703,29.453774999663327,511.3964049448217,-17.378286410589148,6.780644401031177,0.4574520100269299,-0.21339160306897478,107.07512442899369
96,8079.342857142857,96.50462128254965,32.531346611031104,505.8682754484447,-20.273176148600232,16.400791706467743,0.23785964273208357,-0.4279128907837354,107.72921086186237
97,8048.636363636364,97.44914891528302,35.487701526209676,499.1078683238636,-5.6739200660653415,19.196944101209677,0.008164685394311352,0.190553625270284,108.30290863196647
98,,,,,,,,,
99,8023.583333333333,99.6171714625897,36.89640051192877,470.94292922043013,12.832949645722445,30.739634631171878,,,108.7710081176646
100,8022.631578947368,100.27704957299261,31.992153967423597,461.160329356961,15.1184014461163,22.495475367704795,,,108.78881419725708
101,7992.533333333334,101.52300061308478,31.655563499932793,451.0666206592742,10.636495259533602,6.256944079954033,,,109.35139299221136
102,7961.634615384615,102.40781342053553,31.79669529416979,446.6561042541732,6.330105246049447,6.078081216074461,,,109.92919635646889
103,7929.694444444444,103.36130508818275,31.46642344761885,441.6302917244207,3.1913632818434285,10.460952726412996,,,110.52629602573396
104,,,,,,,,,
105,,,,,,,,,
106,,,,,,,,,
107,,,,,,,,,
108,,,,,,,,,
109,7764.75,109.47631553826237,30.86798953063796,403.61595941370246,16.046631736777794,6.6561786491420145,,,113.61474062311702
110,7751.0,110.36981831813954,35.58018725327621,396.48865541960686,18.99994125812752,12.027278978686995,,,113.8717610733882
111,7738.791666666667,111.49852602476682,40.29987995148689,386.9108164944557,24.08498470028394,9.2383497322104,,,114.1005248267487
112,7731.933333333333,112.45955789098315,43.97483076149194,378.4212306216398,26.245330065221776,8.415711241748495,,,114.22898526831428
113,7699.95652173913,113.63269676018207,46.24854213021563,372.78241227033664,25.57479013843356,1.4079696191806195,,,114.82830842094164
114,7678.555555555556,114.34076281096915,45.1656232676598,369.849712243877,23.480533417264038,-7.17992724625448,-0.2562219346568772,-0.34516801487633036,115.22953316520599
115,7597.8421052631575,115.61547848527076,35.20337970217176,372.2967242956636,26.017578508858588,-13.390477070118491,-0.634796233905544,-0.5425264588301241,116.74337307480046
116,7562.836734693878,116.60840224930115,32.714387874362245,369.42851791598093,26.829772693527815,-6.508660401600601,-0.5942041188386605,-0.6391864842441222,117.40066046270452
117,7530.448275862069,117.51072324509829,29.666850917894884,367.63399721160084,27.96283116899066,-1.2171428766105046,-0.5904728424842112,-0.5097604410820282,118.00919353830047
118,7423.294117647059,118.5485985141153,21.928023814899166,378.0857474794899,16.00555149039537,-4.3964257898595624,-0.6376491805046317,-0.4993562130877679,120.02262623842729
119,7270.924137931034,119.55783362352939,15.187568513991828,397.71766281066033,0.195392460959081,-2.3569369150095114,-0.7287918225982257,-0.32076746266293704,122.88773564543966
120,7109.060606060606,120.43833266259585,13.11102749529191,424.31412606326006,3.2250671675060114,-2.3103904247127147,-0.6306997030197655,-0.10327009916237247,125.93638851897693
121,6892.118421052632,121.50027472311324,11.093050473983977,462.5158675428427,-13.73150900481486,6.460457018059184,,,130.0261486189636
122,6684.382352941177,122.43606110898966,10.672948906770833,503.88105239763996,-8.786136173973038,13.391170069744188,,,133.94736530619159
123,6689.8875,123.54070373206255,11.627654044759518,486.27664834614416,-12.07395798680139,-0.4018847214699937,0.4941544703137138,0.8499457701229961,133.84441386820407
124,6587.814814814815,124.4377433664312,11.553886223312427,501.28139108849814,-27.315677429959372,-0.6829744182687549,-0.9462108224625102,0.09289584379368492,135.77408376671013
125,6469.666666666667,125.61295169248949,12.057155723527806,516.7687363886089,-36.918831576701315,-7.266189428617229,-0.560967001254214,0.06935801613383048,138.0089859633507
126,6420.376146788991,126.57350574230489,11.98103748867145,516.343192666007,-20.41039844270444,-15.729751940498236,-0.42527904243955145,-0.2089781555672053,138.94253377307254
127,6315.018018018018,127.43125540491478,12.390959814093831,536.5613332728494,-14.871112270694438,0.3822722533695295,-0.628643235557673,-0.11018331358240316,140.93880774711624
128,6207.354838709677,128.4830021940983,12.468368995162916,555.8259496455514,-1.9524140251508517,10.781225076682524,-0.7554182232370898,0.004217859706646984,142.9805260725449
129,6160.575342465753,129.5739308635046,12.358234694756684,551.396024003259,-13.328168741453213,-4.414255164790378,-0.5915583230368316,-0.023530299696815783,143.86801207921826
130,6087.488636363636,130.53306725267578,13.44729897770688,558.6471589990377,-24.259474985784276,-0.3100970851622983,-0.6407138873726755,-0.14331970929186594,145.2551369686288
131,6022.6578947368425,131.32384261120583,12.188336464155348,567.1498129337331,-27.228103661237242,6.210635982106484,-0.6644466459365787,-0.09448612040427454,146.4862900302325
132,5995.159090909091,132.4823563750316,11.043072023327529,553.1667498231304,-21.06420831266688,-0.9087298452013841,-0.621863229001404,-0.3373054289973447,147.00848611581534
133,5980.333333333333,133.21045990206287,10.453729582610888,544.1253092540322,-35.1315811252789,2.5475490390490596,-0.2965783025384292,-0.21310917041805155,147.29016942104957
134,5946.6,134.67130300027333,8.587157833205646,528.3330897016128,-18.69245247356855,6.253478774318547,,,147.93125018432875
135,5938.875,135.32621453415933,7.781613810597278,519.1650581275202,-14.246565308959173,11.645051984894152,,,148.07795071859428
136,5923.888888888889,136.49678251024358,12.475552469410843,503.78571068212364,15.485796573723118,43.649716098342296,,,148.36291654160365
137,5913.538461538462,137.38571412356623,12.462582956521402,492.3955446836228,19.65191749949907,28.406802663117244,,,148.55959259476353
138,5884.727272727273,138.40094138847175,12.568965151530426,484.97611067265393,10.872686865443548,21.46134732138563,,,149.1073481029155
139,5865.625,139.50725863728468,12.88278675964541,474.1289984873918,11.157868268258495,24.555906770485226,-0.9511170947396396,0.1997441643597753,149.47096622190074
140,5825.136363636364,140.57540680779604,11.733454118571297,469.8832312875733,-2.8375353585795455,-7.339939577552969,-0.7782340076719118,0.237146768356815,150.24040873377092
141,5795.645833333333,141.47975029430202,11.771792738831486,465.22667097824257,-6.3134011249167505,-9.48282738536804,-0.6818827588932378,0.06887535159131668,150.80200409929202
142,5754.71875,142.5358487154055,12.398192097553869,460.6875245751953,-18.4390600294604,-8.330285814320973,-0.6895765642211334,-0.023874057617388127,151.58050743939597
143,5706.094594594595,143.52010621170731,12.760200193439408,459.63240763745097,-22.055836733077076,-9.030109218316227,-0.6381510205381883,-0.09599980009577297,152.50592464835725
144,5657.032258064516,144.4205239252665,12.704497870528748,460.26059827100676,-7.577542193337268,-4.260227805156868,-0.6033232321355523,-0.22034010490272474,153.44020450559938
145,5599.642857142857,145.36594227863387,13.071861388476862,461.7019249392762,-11.452255147674396,-3.4989033840509314,-0.6403091560353603,-0.06534760023274055,154.53305782062756
146,5520.132075471698,146.52818772346913,14.560454775125532,466.3901315855143,-11.771485053035896,4.056229553720899,-0.747827650411595,-0.11358687762405258,156.04811591067383
147,5480.315789473684,147.52004559925606,14.734540597552348,462.7983379032258,-26.443653448963666,-4.005567983466133,-0.7038724726995529,-0.16913849913892984,156.8070353993629
148,5454.75,148.46924683160694,15.4742750515709,456.29936336038304,-18.802011378769727,1.4421884709526545,-0.6760143388543877,-0.22051532118453773,157.29444062339346
149,5399.571428571428,149.44273314854516,17.055553205357143,456.9026806941244,-27.531884874884792,-5.064194442268433,-0.494021808513978,-0.33652840943714796,158.34660842311476
150,,,,,,,,,
151,5336.214285714285,151.5045632874258,18.301901624765986,445.58822129212274,11.179001438718318,-0.09166955746471762,-0.6775531997081284,-0.1685069378570318,159.55549947152954
152,5285.848484848485,152.6318427162005,20.507630900507085,443.3204147983871,7.531288991821084,-13.557692117452724,-0.7537632249013305,-0.31798545615337775,160.51675571121422
153,5270.259259259259,153.57039342848657,22.738367572543307,435.413839910581,-0.06155194060136258,-7.992465462681675,-0.739793594311394,-0.06567408442453145,160.81438988206173
154,5270.253333333333,154.4860348613035,22.410147888232526,424.5819960611559,-5.509688129353686,-6.385957114942046,-0.7184736744794145,-0.09181476892505407,160.81457388804034
155,5184.757575757576,155.4317776573439,29.73889702898844,432.245027277025,-12.526092008381386,-13.321474913659832,-0.7318594148422537,0.22847726845906102,162.44703067687354
156,5160.363636363636,156.3958755535474,32.20107297965543,426.16260282258065,-14.96557595409659,-8.575294920357589,,,162.91291761192272
157,5114.9375,157.54149123256315,34.17578925636341,422.94097340599797,-7.916736342810937,-24.657586905231856,-0.7939560238494393,-0.1600642382244034,163.78092363800036
158,5075.254545454545,158.49533540039613,37.099114805370235,420.6423715991569,-11.579277151461346,-12.185225878914187,-0.52056376875792,-0.4916358454956932,164.5392962848493
159,5072.9047619047615,159.41777030131715,36.79785753650634,410.88989853086593,-11.594615395838625,-15.392234915166666,-0.5031586487578299,-0.6559057838486474,164.58422663644134
160,5055.523809523809,160.291326458009,34.945315920698924,405.2831822940668,-11.77071449630357,-24.077707838575268,-0.3770164745572805,-0.4615418674971616,164.91660692097102
161,4989.333333333333,161.5209645218197,38.59308709603495,405.2678698004032,1.4211116227606515,-18.00082239144395,-0.5061487669076294,-0.6022361828457469,166.18198670523986
162,4972.222222222223,162.40557984018304,39.200590129704295,399.4603500182945,3.249600067012582,-21.36007670354652,-0.430624145286004,-0.5221029188096672,166.50919563520335
163,4960.4375,163.42577275373557,35.88038446925403,391.46349689012095,-6.886746061743447,-21.898963405516003,-0.042382233929537126,-0.34891263882586787,166.7346060923844
164,,,,,,,,,
165,,,,,,,,,
166,,,,,,,,,
167,,,,,,,,,
168,,,,,,,,,
169,,,,,,,,,
170,,,,,,,,,
171,4922.625,171.718615556279,30.513280899319557,329.0343785030242,23.644637413724798,1.2342338542363915,-0.3698297788272256,-0.6187470878735949,167.45793732683674
172,4917.7,172.71300429914743,26.8549236203629,322.90655998084674,19.971613153104837,0.6887370413984879,-0.459103264986313,-0.6099492060676958,167.55209763253603
173,4649.883116883117,173.54005647761218,19.20511508963919,354.9447191444543,11.517344026585516,13.634135125152415,-0.5060102824631192,-0.6259947044426261,172.68061181463378
174,4682.288888888889,174.41159632043914,21.353215684778228,343.46060239762545,11.236442538017025,11.209112377942294,-0.5314408817068949,-0.5529890244499204,172.05974307491792
175,4636.294117647059,175.59900820122078,19.390511475183825,342.176843350925,12.367737425325545,12.907855014471478,-0.976689851418132,-0.0518879386071455,172.9418572762765
176,4619.024096385542,176.5436206940476,27.01230480484843,338.3194345671395,9.936735388337526,7.751005356196852,0.07025277896023073,0.4959211437597205,173.2733504570734
177,4584.431192660551,177.51821564195785,39.43573569592058,340.5462535871374,8.660893649025825,2.5796081576849996,-0.022638973585494694,0.8243263325519707,173.94019099337615
178,4372.629370629371,178.4996200650527,45.16969908430098,374.1911157758431,13.074467874129986,-8.577039246403434,-0.14308878343468906,0.943261876255026,178.00979446649174
179,4001.021582733813,179.51218262750476,19.023395561675418,429.08577377327975,4.5463832650498155,-25.801050262312582,-0.2527503514823843,0.9475577498728646,185.14470972519086
180,3960.366533864542,180.5549140101475,16.035734577912542,423.90598176206464,0.2151844735442928,-22.328327042610887,,,185.92504648890713
181,3996.303249097473,181.4311009288553,15.912403661493784,406.9275896575113,-1.3854344182335796,-19.762557116511275,,,185.2338390717135
182,3983.2296296296295,182.47292165725017,14.18314740757293,400.42543208478196,0.42233357838205904,-17.534579613468484,,,185.48625478652687
183,3631.4021164021165,183.58284324098216,9.309576860226787,460.7936484617682,-10.972439659295647,-19.711034968822116,,,192.25748010835702
184,3652.4044943820227,184.43094725263038,8.444802308060016,442.8200937808493,-8.04803975911654,-29.767266451562662,,,191.85131147954814
185,3276.1125,185.532695312989,9.74068181016759,525.1794508813003,-7.863794054556477,-25.458644564578353,,,199.10717778070097
186,3155.2280701754385,186.47527351877744,10.476987487275395,540.008535035017,-7.106880478908462,-25.81592099712348,,,201.43783755174542
187,3105.5,187.58026455285028,11.39028006452651,536.9434744485413,8.520964882542053,-21.402560894296673,,,202.398443056624
188,3084.181818181818,188.50403758787982,12.060387147681451,527.9106790304252,8.276601633815066,-14.885408043727272,,,202.81012231334407
189,3036.5,189.3578627100413,13.418118267137096,529.2143118220766,18.526409975539316,-28.32307000938407,,,203.7315753590173
190,3027.8,190.62916216687404,15.851908642792338,511.04897931754033,37.60758034324597,-36.379793369794356,,,203.89964001070888
191,3001.655172413793,191.5669513688177,15.739283706097051,503.9961504863042,28.949097466783233,-29.501137855749096,,,204.40496397463573
192,2951.1967213114754,192.59003407990218,15.884866995959479,503.53981660480565,17.602670978203193,-4.20396207643163,-0.9708856228886495,-0.1488359318365897,205.3804135551794
193,2946.1809523809525,193.5441606817546,15.56300421686348,490.3467632571045,8.719125070459306,0.3451071236989247,-0.7283343086909979,0.04829809012828518,205.4773227669388
194,2849.6170212765956,194.44442296746485,13.846664456803364,504.6125540552076,-5.341668091065845,8.247224368151768,-0.8392153622607619,-0.09216708448318625,207.34458271057153
195,2684.4473684210525,195.5158638638257,15.312439521381581,541.2801696768888,-11.78550927614792,-6.594196541518516,-0.793275048920837,-0.04881368768567641,210.54086150715136
196,2687.205882352941,196.50954336420315,15.059642247235233,522.5781534443192,-0.6072177711296699,-15.520269181678456,-0.6900278907259944,-0.11783899016526733,210.4872210746291
197,2661.317073170732,197.46031166084924,16.904366932656373,513.7076211852135,0.8459713462640637,-5.579492802387053,-0.37936809281683703,-0.35908440940349406,210.98802258073997
198,2655.4533333333334,198.5275878296606,16.488769503125003,498.3499590950269,5.5288397921385215,8.94248574392172,-0.7375183861860527,-0.2869004448628198,211.10135368665146
199,2620.818181818182,199.41913274147757,16.200264138963984,494.93627396467195,11.210649809728144,3.362393060323863,-0.7053625136211992,0.03841735137903231,211.77191677122045
