Time,lon,pdens,adens,pvel,avel,Ahe,vap,B,radius,BrR2,mag,edens,ed,Br,Bt,Bn,vr,vt,vn,vA,MA,olon
2022-02-23 09:00:00,59.21517751218619,5.6444358227799665,0.04480988572734777,299.3650712926136,408.2343581630682,0.008644152933550987,109.04431052727273,129.88763564469656,0.13754651300087475,-2.134918993239391,-2.134918993239391,5.938886507701664,313.89190937606884,-112.93970210166813,-6.638069069973527,-15.266953719924976,299.3650712926136,-58.43564091584659,-17.61417371942557,166.16338819251254,1.8071566936635546,57.189681471899064
2022-02-23 12:00:00,58.40984937080262,4.784875175284271,0.03488676189904635,325.32418404528926,469.4999378231405,0.007966949817638852,144.29769931768595,141.18916837099087,0.13335774016461097,-2.2455441523352224,-2.2455441523352224,5.161641227594087,290.18620662698464,-126.49574770736932,-7.656229950718278,2.7667460943652853,325.32418404528926,-66.62316169107439,6.260631293512397,187.85226080493277,1.73484702137467,57.28793610050119
2022-02-23 15:00:00,59.47940646233314,4.185583375053509,0.04888088200741047,299.93427131885517,418.5095055124579,0.012297469999275678,118.58097521717171,158.58014589002454,0.12798088502773505,-2.3599972606950352,-2.3599972606950352,5.393033683179565,330.0600700189357,-143.99199131248852,31.292241834394144,-15.863602934589565,299.93427131885517,-25.195759317392593,-10.722262882223266,199.83133560175298,1.5061054889185277,57.57522455327725
2022-02-23 18:00:00,59.97452842670489,6.032971155203963,0.06484861464224054,298.5525790224719,411.0818482417433,0.011660290217454197,112.54487270377936,165.21375202578028,0.1226266078756014,-2.130108299624514,-2.130108299624514,6.034998099573643,401.2950806297012,-141.60334997830077,-8.420582641858287,-12.470317046223505,298.5525790224719,-53.52305265642186,-12.842675246942798,186.9590818653948,1.6004168099499296,58.07006939192365
2022-02-23 21:00:00,60.735515248745344,5.793762769455724,0.08662258117534778,292.92845006443747,412.623594698363,0.01588364738245308,119.69514463392547,180.04227694300425,0.11727027378231612,-2.234433826315222,-2.234433826315222,6.308998032756462,459.2375110829789,-162.49548885851908,25.402022313968683,-27.166707525015088,292.92845006443747,-27.858079942884533,-26.747888549409613,190.44289624561515,1.5396702605085617,58.80098825747626
2022-02-24 00:00:00,61.11969858300961,7.461050258516476,0.10697787833191626,314.24994814737573,408.4891034310245,0.015260857837462125,94.24226166050231,188.25806993500208,0.11179611620298022,-1.9400552711859573,-1.9400552711859573,7.473113875006186,599.2324030377733,-154.8577768542087,20.984909261228232,1.4143224983157958,314.24994814737573,-38.84235404101151,-3.097428416091295,175.84601032752053,1.8225253352376265,59.83000339650277
2022-02-24 03:00:00,62.22219286586234,7.953243919866805,0.08292884602962826,320.0137670316081,439.05056069025335,0.011522242046277326,119.08413293974408,194.70000670926484,0.10649273392182222,-1.7244984768253773,-1.7244984768253773,7.849678817138106,690.5832935492865,-152.69271359941035,21.81022820882369,-43.445138818927234,320.0137670316081,-47.42031457387796,-25.6297720120673,168.76937813193544,1.9216653973106048,61.14417792557374
2022-02-24 06:00:00,64.80950619307981,8.546198937108496,0.09304438351913327,291.6957649896746,402.15047606030015,0.01191893893398531,110.47657449145672,233.79869653446713,0.10102935614852503,-1.9871094054014031,-1.9871094054014031,7.898239142797022,775.3536047925958,-195.62382477462546,21.638242984417367,-57.3903807207205,291.6957649896746,-36.42044638795963,-15.714301877297157,192.60849417669874,1.5338124461921703,62.88745179017918
2022-02-24 09:00:00,67.94133661815813,15.365522742698461,0.11931741331752937,251.17125691758858,303.2722905232484,0.00796289506181074,52.12511050865801,241.21869723787762,0.0957051594684717,-1.7171253579131707,-1.7171253579131707,12.327384933256997,1348.853787506526,-187.319672294687,23.463523525460154,-54.46241599887993,251.17125691758858,-14.234833208192198,-18.983899294969984,149.12674751338412,1.6910129566428218,65.04782216975308
2022-02-24 12:00:00,69.46417500334985,13.500579781175702,0.10841672975542149,283.701408173191,373.69649893431006,0.00856580005532103,89.99509076111907,260.4417904364355,0.09054139992908515,-1.7458044826809438,-1.7458044826809438,11.80245488500675,1440.5733473769087,-212.50060093080313,3.3632196007450963,45.09796576571192,283.701408173191,-27.803444170570263,18.606790452503866,155.46378136967667,1.8257182225425193,67.68314251552565
2022-02-24 15:00:00,73.47989325204544,10.83655869229886,0.08450635148351528,253.37396939167667,332.8995394066603,0.007780198416793698,79.63733990851767,329.00087441275286,0.0854778201386276,-2.161654681292138,-2.161654681292138,10.008581478767853,1367.9857978507978,-296.98814919171343,11.208080018588479,26.276096029519977,253.37396939167667,-15.714329522108084,12.923619693945447,202.46514356979338,1.2845036895042938,70.93007634910632
