Time,Unnamed: 0,lon,use_dens,vr,vt,vn,sigmac,sigmar,olon
2022-02-18 00:00:00,42.5,244.56850055178927,9.407698212259298,562.6116864744096,-12.616957097151086,-40.367631084009375,,,261.9702886456165
2022-02-18 03:00:00,128.5,243.73612441438124,9.76319802891387,548.0142555885457,-23.584623252073403,-10.750100886632385,,,260.2621983745199
2022-02-18 06:00:00,215.0,241.91884734362378,11.161803067928485,551.0860104494577,0.13631354539958748,14.252685752643307,,,258.5720771720012
2022-02-18 09:00:00,301.5,240.6103135825983,11.714468067402475,544.508550516326,-18.31206016377429,7.067800249161965,,,256.88244145337217
2022-02-18 12:00:00,388.0,239.77864511410377,10.284766353368616,530.041629646124,-20.108951045617623,-3.04369033424736,,,255.16391288859563
2022-02-18 15:00:00,474.5,237.6483328360728,9.917096891227494,538.982501647951,10.929914917341923,10.085377746166843,,,253.50452434064243
2022-02-18 18:00:00,560.5,235.16150683462416,10.617310175624766,552.7882049246296,-28.396081906329215,12.344286738928087,,,251.82605594245263
2022-02-18 21:00:00,647.0,231.5922748883101,9.883518175078791,589.6721091697951,-7.2206265555524745,-13.954468688815824,,,250.13830891430817
2022-02-19 00:00:00,733.5,230.5106999220203,9.615546886541166,577.5568889287556,-6.2474883091085305,11.029762922941698,,,248.45105282259232
2022-02-19 03:00:00,820.0,229.5079865307393,10.57483045612602,565.7963037180201,-4.748883417380935,25.49919747481495,,,246.76430063881054
2022-02-19 06:00:00,906.5,228.79241042387693,9.471511242396145,548.5169346499906,13.002213079545408,-6.921028281952867,,,245.07804351011222
2022-02-19 09:00:00,992.5,225.89398921425007,9.454785782269786,571.622196123992,-1.2612715885497938,-8.311694904733693,,,243.40204581867565
2022-02-19 12:00:00,1079.0,223.4163881311783,9.145115258160505,586.853047280749,-19.92147774925074,3.4042938461446046,,,241.68751905672448
2022-02-19 15:00:00,1165.5,221.59555935564478,8.226792807491327,591.3004981159743,6.783975218917941,-12.141963207756929,-0.8281579890660776,-0.25284808772956197,240.0321492656028
2022-02-19 18:00:00,1252.0,221.0549613079739,9.20087512271042,569.015990562083,-15.198142533303624,9.279249828675253,-0.7772887886725715,-0.1997125688616105,238.34807162845863
2022-02-19 21:00:00,1338.5,220.1925641159022,8.487470143037323,554.7927754695705,-10.390545266575417,-12.560968429458576,-0.8030748156503528,-0.1827275595175287,236.66441694457578
2022-02-20 00:00:00,1424.5,219.0125154346517,9.596892693959818,546.7134407827738,-1.0061822657378527,5.182417070159974,-0.8069067807198143,-0.23635595468859252,234.99103461848256
2022-02-20 03:00:00,1511.0,218.22014763085187,9.827232752914117,532.0156384166435,0.3691706160083888,-1.2645517534238668,-0.7802385577379745,-0.4745591904897579,233.3084599824901
2022-02-20 06:00:00,1597.5,216.26645778928133,10.192335824426811,536.9732429405008,13.980756671541565,-3.9723509900004457,-0.7854243187181416,-0.2696810034417784,231.62644264073174
2022-02-20 09:00:00,1684.0,215.55604309510784,10.840205252332288,521.4242629132402,-18.566534056731115,-5.254468217065051,,,229.94506420113896
2022-02-20 12:00:00,1770.5,214.94566624668244,10.474619374805238,504.84676194217474,14.717358697169418,-1.4094615029221211,,,228.24455753173467
2022-02-20 15:00:00,1856.5,212.7052288250191,10.681117797959255,514.7881686310249,22.57790613861309,-4.65160958496495,-0.7152799579794231,-0.38365300502799676,226.59346298881098
2022-02-20 18:00:00,1943.0,213.8040991747494,11.56046843476548,474.530805981878,8.956572283991743,-3.084928192580826,-0.6655301964968064,-0.4485059032357545,224.91370457196444
2022-02-20 21:00:00,2029.5,212.58730555969282,13.148147626281741,469.3899632990349,21.475795483065983,-2.96105826265416,,,223.26370552662465
2022-02-21 00:00:00,2116.0,,,,,,,,
2022-02-21 03:00:00,2202.5,217.1557250121066,13.488072323905488,380.72748311079516,19.650972093829957,16.15023520491074,,,219.48028019016965
2022-02-21 06:00:00,2288.5,214.11853780633717,12.4491658159872,396.93295542397317,26.776848764323145,10.178573288763523,-0.6091895150368934,0.11456775689860264,218.21028061809287
2022-02-21 09:00:00,2375.0,210.1970345505827,9.964597601380094,419.34030448241987,4.937634340249616,18.54653653894037,,,216.5335669519111
2022-02-21 12:00:00,2461.5,206.76968460778113,10.515168035530332,440.66538935236997,20.794475787372964,-11.215715342670578,,,214.83786152632814
2022-02-21 15:00:00,2548.0,197.36494885047975,19.03140984218576,552.9601005864155,6.472528980838791,-10.503962353419043,-0.2739841697625521,-0.08707869161578334,213.18181414397736
2022-02-21 18:00:00,2634.5,198.7875182616587,16.768310910059544,500.3583703358261,11.926455320647225,13.293549634233234,-0.7178906788621225,-0.13307824522275907,211.50691027468446
2022-02-21 21:00:00,2720.5,197.65037182001677,14.089170322885408,492.80885826425356,-3.2507009624467837,-7.68009871667661,-0.7587239433212841,-0.34515733272582216,209.84232714832422
2022-02-22 00:00:00,2807.0,195.44013855644204,13.195887465772154,501.39439517855493,-2.26517226210806,6.480709692045466,-0.7808247592587824,-0.16929321966912034,208.16870380024608
2022-02-22 03:00:00,2893.5,193.5004316176859,14.79665351674442,505.87818601521474,1.6412344101320564,10.060048236019107,,,206.49573973511636
2022-02-22 06:00:00,2980.0,192.58458234730074,15.776595645514691,495.2239661797831,25.96043915587988,-25.681141215156433,,,204.82343240991244
2022-02-22 09:00:00,3066.5,190.17243280747448,14.178657482769745,508.5068543986901,11.135865509021524,-22.433030079446443,,,203.15183531333867
2022-02-22 12:00:00,3152.5,186.2453318965063,10.70575241312274,544.8036446178331,1.3244413774549584,-22.38972412785379,,,201.4615025439289
