bins,Unnamed: 0,timestamps,lon,oxy,car,iron,olon
102,1543.7777777777778,1646138705.9712222,102.34160248281484,0.1304209511111111,2.5447528,0.13113695944444442,109.78865992466831
103,1539.0,1646135839.3053331,103.2748187963261,0.10819992733333333,1.5404650666666668,0.13898173666666666,110.21748231031472
104,,,,,,,
105,,,,,,,
106,,,,,,,
107,,,,,,,
108,,,,,,,
109,,,,,,,
110,1533.0,1646109162.365,110.85419429586574,0.19892299,5.484252,0.16536263,114.21276647610938
111,1533.0,1646109086.6395,111.30421789793415,0.20030144,3.965237175,0.1825666875,114.22412409709108
112,1530.0,1646107210.904,112.79549649110714,0.24972862,8.915988,0.17902316,114.50533023689523
113,1526.0,1646104810.8971665,113.66520781168788,0.25456917,9.073299950000001,0.16290933999999999,114.86520882861385
114,1522.25,1646102560.891,114.39111235982406,0.2830668025,11.0419855,0.16716222875,115.2026301999404
115,1507.4,1646093680.869,115.77577870825019,0.23963945999999997,9.531581560000001,0.2153432,116.53488036281712
116,1497.5,1646087823.355125,116.69708176981365,0.2404491425,9.1938481625,0.22234073625,117.41435489033891
117,1492.9473684210527,1646085113.3274212,117.50534872663464,0.23091470368421052,8.893107563157894,0.17985526578947367,117.82161369961533
118,1468.7241379310344,1646069880.294138,118.58799508443867,0.19144012048275863,6.476633224137931,0.15011210737931033,120.11210730144097
119,1439.875,1646051966.9909062,119.60386935062756,0.16349616921875,5.44346175625,0.10758553815625001,122.8066311130304
120,1409.7096774193549,1646030074.3487418,120.38057670642777,0.13187025890322582,4.693126946129032,0.11764162858064517,126.10546192102092
121,1369.5454545454545,1645994460.8768182,121.49510972492111,0.07570247127272728,2.605321990909091,0.1587923772727273,131.47785035053656
122,1352.0,1645977736.97975,122.41614161717052,0.07160779675000001,2.0689582375,0.16540055375,134.00383387084818
123,1342.3333333333333,1645971943.17175,123.4783968020436,0.06625810308333334,1.9642721083333334,0.1644499775,134.8800387463342
124,1325.090909090909,1645961610.1042726,124.56619538537207,0.06969786890909091,2.4939117181818182,0.15980351454545455,136.443173415944
125,1306.4166666666667,1645950392.9328334,125.69690442297814,0.06859896566666666,2.1063550916666665,0.13047629616666667,138.14190262921522
126,1295.5,1645943832.83585,126.61569339625666,0.06898754175,2.102707135,0.12290668325000001,139.1358910028728
127,1275.625,1645931848.3946667,127.42221523284235,0.057100601541666664,1.4951696608333334,0.113836127125,140.95258457239092
128,1256.5454545454545,1645920413.2007272,128.38729541633282,0.043484801999999996,0.8703847027272726,0.1136686899090909,142.68717877824426
129,1244.6,1645913263.9995334,129.61123124067097,0.03847668026666667,0.5900367253333333,0.11681826713333333,143.77223179082264
130,1228.4444444444443,1645903620.4788332,130.4879931220446,0.036610100722222226,0.5286317011111111,0.1277644238888889,145.236497636634
131,1214.3333333333333,1645895153.339,131.29612770343925,0.04402884277777778,0.6231998788888888,0.1293774961111111,146.5228791887557
132,1207.6363636363637,1645891135.049909,132.4781519853815,0.052417474181818184,0.80257429,0.13309696363636364,147.1334123656425
133,,,,,,,
134,1200.0,1645886553.227,134.68617029602729,0.06605597,0.857202,0.13482974,147.8298974882553
135,1196.5,1645884453.2254999,135.45599841038774,0.065769731,0.8619985,0.11816341999999999,148.14918896751567
136,1194.0,1645882953.224,136.82956361575046,0.03872744966666666,1.5574074666666666,0.07828270833333333,148.37727752349022
137,1188.3333333333333,1645879553.22,137.64683680218528,0.039086835333333333,2.9704078666666667,0.05670905266666667,148.89436851976328
138,1181.0,1645875153.217,138.55634308485187,0.043299567,2.7255059,0.0538398265,149.56366255738004
139,1189.0,1645879953.221,139.57833220106602,0.0441827305,2.5213693,0.0577675115,148.83351524696656
140,1176.4285714285713,1645872410.3572857,140.44415509692774,0.04484297285714285,2.3090980714285716,0.06920107099999999,149.98106707773553
141,1174.4444444444443,1645871219.8802223,141.55129930981371,0.04175291688888889,2.251722433333333,0.07010924011111111,150.16221590701082
142,1149.642857142857,1645856284.883,142.5863913506443,0.05334313550000001,2.171180064285714,0.0917478115,152.43593438434505
143,1150.5,1645856815.3790624,143.5947396979859,0.0453481285625,1.9658226125,0.0973499420625,152.3550613178023
144,1138.7272727272727,1645849734.5445457,144.58167418655955,0.04779994990909091,2.0737263454545456,0.09583568954545454,153.43356266919608
145,1123.909090909091,1645840791.1938727,145.40717521742673,0.049555996727272726,2.300344527272727,0.09263727763636363,154.7963347249762
146,1106.625,1645830511.64435,146.68245366898947,0.056048339249999996,2.509015975,0.103450399375,156.36329294790596
147,1103.0833333333333,1645828386.5413249,147.56495801840688,0.05657617633333334,2.371623,0.10603988399999999,156.68745934293025
148,1096.2142857142858,1645824297.20765,148.40366312860152,0.052463226071428566,2.5123204214285715,0.10789671114285715,157.31114005036585
149,,,,,,,
150,1082.5,1645816080.33885,150.0892441757806,0.058312366,2.84231445,0.1056678,158.5646914516107
151,1069.75,1645808430.33205,151.53395653341897,0.0613895425,2.478087675,0.1005994675,159.73249559611645
152,1064.9,1645805520.32994,152.62079660466546,0.0659874506,2.33017405,0.1137963265,160.17682074919313
153,1054.3636363636363,1645799198.506691,153.60901066194435,0.06163771663636364,2.0254295363636365,0.1256904869090909,161.1422056109211
154,1060.0714285714287,1645802623.1847785,154.4956458118889,0.07362818578571428,2.4537207142857143,0.10181133178571429,160.6193052984931
155,1038.4285714285713,1645789637.4603,155.67857086669014,0.08379169042857144,2.662919385714286,0.09981939257142858,162.6028500530729
156,1032.5,1645786080.3154,156.32919670013115,0.089718682,3.0492,0.0985467995,163.14645591168073
157,1023.0,1645780380.3112,157.6329811964922,0.0944131418,3.28810626,0.10363110019999999,164.01785597578592
158,1016.6,1645776540.30863,158.62957225859097,0.0844891371,2.9255429299999998,0.1164849222,164.60494850496246
159,1016.4545454545455,1645776453.0359457,159.49474837634446,0.08837153272727273,2.870431981818182,0.12007986672727272,164.6183277525292
160,1015.5,1645775880.3082001,160.6103442973901,0.09888846000000001,2.5537695,0.11282592999999999,164.70596451892348
161,997.5,1645765029.90575,161.5063629332066,0.08822568766666666,2.8948318833333335,0.13158152433333334,166.36551144072126
162,996.0,1645764129.9043667,162.40360486230963,0.08370151833333334,2.3203012833333334,0.12776464566666668,166.50318833219129
163,993.0,1645762279.5080001,163.64877633940318,0.09340202000000002,2.5913296666666668,0.13756545666666667,166.78632161815338
164,988.0,1645759229.1104,164.47332642565368,0.15754017,2.9157841,0.18278573,167.25311315229186
165,,,,,,,
166,,,,,,,
167,,,,,,,
168,,,,,,,
169,,,,,,,
170,,,,,,,
171,,,,,,,
172,985.0,1645757429.1097498,172.467992847811,0.29258484749999997,4.785362975,0.1716771775,167.52860370380938
173,930.4375,1645724821.7262187,173.55120374381755,0.1645653540625,2.868016575,0.1752420425,172.52376200434506
174,931.625,1645725534.2255125,174.51767776734198,0.1791101575,3.1513834000000003,0.178045012,172.41448527512082
175,918.5,1645717678.0180001,175.46521956120768,0.21872802600000002,6.289590179999999,0.1392966715,173.62017861848142
176,923.25,1645720519.0154376,176.51710270928916,0.210298614,5.684165806666667,0.16275385466666667,173.18445110370715
177,930.1111111111111,1645724628.6091166,177.48326771087767,0.26610416,5.28255605882353,0.16423115558823528,172.55677256748632
178,875.8235294117648,1645692014.3237882,178.48027457365362,0.19425440852173914,4.437462534782608,0.1740725598695652,177.56822425658413
179,780.5172413793103,1645634860.4355865,179.44232912687156,0.15470967025925925,3.872184288888889,0.1825315125925926,186.34893023022633
180,791.0545454545454,1645641176.2739635,180.56528084839968,0.1554121364814815,3.967395731481482,0.19118815694444444,185.37588311017612
181,790.375,1645640763.8386607,181.46401332337544,0.16787183252727272,3.8418540272727273,0.18253033454545453,185.43947377410967
182,790.1153846153846,1645640599.4407692,182.46780806353678,0.16831155076923077,4.094284911538462,0.17065581115384615,185.46553580590987
183,727.2432432432432,1645602888.8610542,183.53858396909297,0.11784060594444444,3.5532420555555557,0.15309735430555554,191.27150579794056
184,715.170731707317,1645595663.0190244,184.39274380665543,0.1121667060487805,4.25340072195122,0.13646296087804877,192.38326003697728
185,626.5,1645542473.2744443,185.6113664020788,0.041574389705882356,1.6634962588235296,0.12602982358823528,200.58704476873103
186,618.1,1645537432.9934,186.48638599389182,0.0405733949,1.61846548,0.121582229,201.36566960316208
187,608.0,1645531373.0033333,187.53894354290784,0.035213282000000005,1.2510608666666667,0.12474691833333333,202.3020126620294
188,601.3333333333334,1645527373.009,188.45448470511326,0.040359258,1.1196655666666666,0.15686732333333334,202.92021128784768
189,589.5,1645520273.0219998,189.55632814092286,0.049143679499999995,1.45876315,0.13753361,204.01790719556487
190,590.6666666666666,1645520973.0203333,190.62971285414878,0.04884639433333334,1.6887942333333334,0.14958127333333335,203.9096519496866
191,586.2,1645518293.0248,191.34355233287675,0.0551748264,1.708737752,0.14150138299999998,204.32392758029448
192,574.2,1645511042.4998002,192.58143585690297,0.0576911632,1.98947444,0.12724453726666668,205.44527309054038
193,575.8421052631579,1645512062.3398948,193.60202537114918,0.06827779336842106,1.9758833578947368,0.12222856457894737,205.28747592575115
194,550.9,1645496976.6101,194.4633676456701,0.07686871640000001,2.4416746500000004,0.11645377009999999,207.62105801797006
195,519.0909090909091,1645477889.2612727,195.50846256760423,0.080322124,1.8439013363636363,0.14053127818181818,210.57633186297988
196,517.3636363636364,1645476866.6180909,196.4603651077213,0.08766387309090909,2.0227494090909093,0.1436235327272727,210.73436616148035
197,517.2105263157895,1645476834.3161054,197.4634257524288,0.08620668036842105,2.0036341,0.15012921157894735,210.7391069304029
198,510.2142857142857,1645472635.3989284,198.61332828807636,0.07963046900000001,2.1233116142857145,0.1384316435714286,211.38922663641887
199,509.0,1645471904.4332223,199.4351308196918,0.08431631233333332,2.2018705666666665,0.13403533888888888,211.50240035829833
