bins,Unnamed: 0,timestamps,lon,BrR2,Br,Bn,Bt,B,olon
89,8458.340206185567,1646199710.8170106,89.50594715835213,-0.6339578141657835,-2.07294748685567,0.5204392861855669,8.323674834536083,13.915117483985942,100.68582742156536
90,8408.558441558442,1646193488.1515706,90.43616547728537,-1.5489089351031573,-4.935806772597402,0.7972875682467532,4.574485912727273,13.730280072090377,101.61193301940683
91,8414.221428571429,1646194196.0181923,91.45402665659732,-3.3696633491914993,-10.677762546928571,-0.2929103086214286,0.07187664011428575,13.858267484945445,101.5057631378144
92,8260.47619047619,1646174978.0360227,92.60354781307657,-2.797464132809857,-8.779856776190476,0.6510846952380953,1.3616132838095238,12.81909316627753,104.37060476842775
93,8213.241379310344,1646169073.737931,93.39637194489373,-3.3821051570267917,-10.5717099,-1.3477556231034482,-0.503500525862069,12.966704207328824,105.25113834658612
94,8163.45652173913,1646162850.6872804,94.60063715240767,-1.314697543777991,-4.101890721739131,-0.9274040060869566,5.4179695352173916,12.38446689408771,106.18014157705207
95,8115.0,1646156793.6773567,95.53674545122503,-1.2957056075460704,-4.02671729375,-0.16842125337500002,4.822829836866071,10.187767623527753,107.0848192038787
96,8081.25,1646152574.9659736,96.47202944148943,-0.40762302513334986,-1.261410103888889,1.5517203677777778,1.3397466768125001,8.258169880602322,107.71507946087107
97,8049.363636363636,1646148589.2071817,97.37772936588186,-2.3738641725035503,-7.343685123636363,4.827301666363637,5.340676472727273,11.658470064670768,108.31074918441281
98,,,,,,,,,
99,8023.454545454545,1646145350.6007278,99.6076398434145,-2.252345022764448,-6.955732581818182,8.6361755,2.6917134581818183,12.854212913166661,108.79491327793671
100,8022.75,1646145262.5333016,100.26970480106348,-3.549084238741261,-10.962848365000001,5.307842105000001,6.342576605,14.222244261640572,108.80807790112665
101,7992.533333333334,1646141485.485133,101.54728882176144,-3.5563729786703577,-10.96296862,-0.6666095413333334,2.8800036893333334,12.345819348614809,109.37288782169675
102,7961.653846153846,1646137625.5854433,102.42517211498844,-2.80728168963054,-8.639716205000001,-3.511969995192308,3.5567929969230767,11.306363577337192,109.950295288133
103,7929.617647058823,1646133621.098355,103.3712671584283,-1.9847841001377038,-6.0923713628529415,-5.812513367647059,1.779556281764706,10.062127856362155,110.54942301535164
104,,,,,,,,,
105,,,,,,,,,
106,,,,,,,,,
107,,,,,,,,,
108,,,,,,,,,
109,7764.222222222223,1646112943.8472214,109.56225724551263,-2.558172450679526,-7.775242744444444,5.725994855555556,8.810569277777779,13.430086671800513,113.64596260839517
110,7752.5,1646111478.582834,110.43537024027533,-1.690550515599936,-5.1374330539,3.1936571333333332,3.928244433333333,11.656072248288586,113.86559286568172
111,7738.208333333333,1646109692.1407502,111.47989584646176,-2.1568208411868803,-6.545634016666667,4.376569930833333,2.7737753008333335,11.298003441942598,114.13335791379724
112,7732.875,1646109025.480186,112.43816204766135,-2.4887581997375063,-7.55035520625,2.0117673312499997,5.06439771875,10.72092956608208,114.23331297841115
113,7700.04347826087,1646104921.5772593,113.62675979707558,-1.7866246473204164,-5.410226747826087,1.0091785308695653,5.054845165217392,8.766727489386646,114.84861218617768
114,7683.04,1646102796.161959,114.31702807738519,-1.8841652309052315,-5.7004840871999995,-3.3128211935999996,4.107810288,8.888414934230127,115.16736373529207
115,7603.0,1646092791.2534275,115.60594075115584,-0.05455586233222132,-0.16039116190476196,6.465609161904762,-4.609303533333334,10.097810221751137,116.66849459161214
116,7567.428571428572,1646088344.8655941,116.5650836418873,0.44124841543484583,1.331845702047619,-0.6857679119047619,-6.059540313333334,9.99876097853152,117.33627064972634
117,7530.7052631578945,1646083754.4942527,117.50157150296586,1.3766086037340977,4.1354268653157895,-2.354595517368421,-5.429885336210526,10.061793888662107,118.02637468474848
118,7428.328358208955,1646070957.4985738,118.5446952436342,2.1693020969459127,6.472266307014925,-1.6953421610895523,-3.362165921567164,9.467244251728081,119.9496647298465
119,7278.848275862069,1646052272.6601372,119.56151947177531,2.4215353249613525,7.157927660882759,-2.154103794206897,-0.6281695566206896,9.437938451928096,122.76041119403355
120,7105.475,1646030601.2004366,120.41826402520516,2.5179720981664033,7.370450351812499,-1.2648200879687501,-1.5197098102625,9.729620919752021,126.02573319720628
121,6883.024390243902,1646002795.131414,121.46288561084079,2.571411664851334,7.41164428902439,-3.647076878048781,2.1396918540243903,9.949336788747498,130.2196696003692
122,6670.066666666667,1645976175.6636322,122.43070620630888,2.9319009408084495,8.34673935,-5.09140924,1.1706191866666666,10.704964955879259,134.23972422924706
123,6706.638554216867,1645980747.1070108,123.55007831875707,3.037112990529215,8.664525395180723,-1.233589798192771,1.3835093403614458,9.970276429254172,133.5496389767294
124,6560.057692307692,1645962424.671019,124.48251236476648,2.850202147417967,8.066799287826923,-0.833884714423077,4.182257011730769,10.521973727136581,136.32065824859606
125,6474.478260869565,1645951727.3426745,125.64697982213757,2.7787822838995115,7.8238021847826085,0.5128588654347827,5.189452440217392,10.609019958415674,137.93976847777859
126,6423.271028037383,1645945326.4988508,126.54790210203916,2.8405266809357195,7.976006418691589,2.260004684766355,2.624726426504673,10.650511146027165,138.909538235829
127,6316.526315789473,1645931983.5356312,127.4189143340278,2.6306364671151408,7.341570191228071,0.4757282199122807,1.9097452106140351,10.255753899495804,140.93205745919227
128,6209.086206896552,1645918553.6487403,128.45291578885127,1.9610126935795018,5.447123541206897,-1.8909855594827585,-2.9977354137931034,10.212286070130759,142.96949786280027
129,6156.592592592592,1645911992.0089245,129.5797691156194,2.4749433003372294,6.848763669753087,0.7167046062098765,-2.227205581728395,10.115734729246647,143.9654688995435
130,6090.341772151899,1645903710.7345688,130.51142304673044,2.6272773335621773,7.236946115443038,1.7371871632911393,-2.220633315164557,10.178070634653118,145.22278603102063
131,6016.288888888889,1645894454.2116678,131.33448162423454,2.097854658887539,5.761766593422222,-0.24580363688888898,-4.969989977111111,11.96959586331078,146.62915816107548
132,5995.906976744186,1645891906.496721,132.5049185978184,3.460045604722637,9.474620946511628,1.122105998372093,-6.550280058139535,13.142109979275283,147.01615348933024
133,5975.166666666667,1645889313.9823341,133.31218346442708,3.2757317939350608,8.960151833333333,-1.06938815,-7.157022049999999,13.57699395410775,147.4102203265928
134,,,,,,,,,
135,5938.666666666667,1645884751.5255585,135.30213445918668,3.181780651216246,8.684132422222222,-5.506528733333333,-8.865698277777778,15.163369522234799,148.10383704962794
136,5924.444444444444,1645882973.7644453,136.59899859735555,1.889496599156055,5.1532165,-9.350460733333334,-9.793177066666667,15.080048171185078,148.37415875484245
137,5914.285714285715,1645881703.9353576,137.46573016348128,2.1200177520654355,5.77856005,-7.004655053571428,-10.822937178571427,14.838498550194274,148.5672679118263
138,5882.571428571428,1645877739.6870706,138.6916118392568,1.6761966005980675,4.559650602857142,-6.437174736949999,-7.677571612142857,13.345342186133104,149.17021528161686
139,5864.294117647059,1645875455.044998,139.55123126201642,2.413862561587816,6.568507994117647,-5.042522935588235,-8.159334123529412,13.626086577793217,149.51798425983895
140,5828.409090909091,1645870969.4591799,140.60380169038868,2.931761902858207,7.953278472727273,-1.0055936,-7.869060436363637,13.271966164366443,150.20042425886186
141,5793.859649122807,1645866650.8200164,141.54918044259364,2.984125698085667,8.09351453859649,1.5227024459649123,-5.118695121929825,13.311442579540854,150.85791696123522
142,5755.701754385965,1645861881.1283495,142.61689118744144,3.3391248710030763,9.02512688245614,0.5822532978070175,-4.660491786263158,12.774336819058188,151.58371158385972
143,5703.98717948718,1645855416.8682435,143.51116262069257,3.2902121203192634,8.868466752948718,0.9001582091538461,-3.7965440385128204,12.62035104786935,152.56802356219725
144,5657.661016949152,1645849626.153322,144.44556235187696,3.318559501321702,8.92460957118644,1.1606842244067797,-5.874694953728814,13.14510134558799,153.45017411215326
145,5591.155555555555,1645841313.0502882,145.41667628800627,2.967403772473982,7.952521357777778,0.7544512975555556,-6.198713004,13.179480469201064,154.71676075051656
146,5515.551020408163,1645831862.574162,146.56888810807595,2.8012774927213924,7.476567330816326,-0.15528410618367358,-5.370602327346938,13.015581307361634,156.15739463256222
147,5478.4655172413795,1645827226.9307582,147.52297243214807,3.1521270041284972,8.391241572413794,2.019809684275862,-0.09787935379310347,13.01951270731267,156.8642785399421
148,5455.206896551724,1645824319.6311197,148.45474990217863,3.6963590343651354,9.824274706379311,0.36292231310344825,-3.209347862724138,12.823112025523795,157.30773063187064
149,5401.555555555556,1645817613.2781103,149.40532438579143,3.553460729950015,9.410722406666666,1.7618236222222223,-0.5725792722222222,12.60365206102484,158.33077640738745
150,,,,,,,,,
151,5335.758620689655,1645809388.7404125,151.52391608576403,2.9005964081304914,7.6622198310344825,0.5135106437931034,-9.608583134482759,13.64521613275821,159.58617795805466
152,5292.538461538462,1645803986.2725372,152.6192903251987,2.289681564334425,6.036237815000001,3.679289059230769,-7.236376221923077,12.52370741061197,160.4110678275845
153,5270.0,1645801168.9919822,153.46840991810967,2.465289946926841,6.48895299661017,2.3930017065084748,-5.323519239745762,11.243442769892903,160.8412814997184
154,5270.202531645569,1645801194.3083048,154.48669704206412,3.5663644896087066,9.38727071392405,-0.3283891408227848,-4.448781372658228,12.342663239782349,160.8375263388724
155,5181.928571428572,1645790160.1699638,155.41250061900845,2.609105258219716,6.831811642142857,0.6759313839285713,0.9737859031071429,11.539887848579951,162.52301313394653
156,5155.466666666666,1645786852.4639332,156.44253280836008,3.283660446693264,8.580352761999999,1.4628350126666667,2.4441513,12.158365936579715,163.0284391146964
157,5108.071428571428,1645780928.1166425,157.68359679195973,1.7237933507143033,4.504288675,3.83229866,-1.5923986214285717,12.527440297667493,163.93408423396113
158,5075.338983050848,1645776836.6008475,158.5280877358519,1.4891598321249662,3.8787442033898305,-1.951166504237288,-0.44730709254237294,12.333636598387852,164.5596418168351
159,5075.5,1645776856.7277997,159.4910727800996,2.480045473428535,6.457448037499999,1.67228368725,-1.93959880875,12.696588288167437,164.5565853399583
160,5056.611111111111,1645774495.63972,160.30544868102893,1.7325206156421666,4.518765789444444,2.380941848888889,-0.16867844538888882,13.091406443048832,164.91775992120725
161,4988.366666666667,1645765965.167366,161.53883627959576,-0.7816747235865752,-2.02204631,3.282609290666667,-4.971227254533333,15.180676991577748,166.22241593216046
162,4969.354838709677,1645763588.7120643,162.45038896361532,-0.5192902807714384,-1.3423295112903226,0.47557525677419354,-1.102469448387097,14.964433835444298,166.5860012489431
163,4960.928571428572,1645762535.4390008,163.49168441174012,2.4015926237792082,6.2074037,-7.348278407142857,1.617545717142857,14.015932926715754,166.74715484562662
164,,,,,,,,,
165,,,,,,,,,
166,,,,,,,,,
167,,,,,,,,,
168,,,,,,,,,
169,,,,,,,,,
170,,,,,,,,,
171,4924.166666666667,1645757940.245834,171.7080262478005,2.417618021247612,6.2386642750000005,-5.121398633333333,-15.760636333333332,18.77570298102312,167.4503697619972
172,4918.545454545455,1645757237.6012728,172.56944147082837,3.7339523363744487,9.631415918181817,-5.6930371909090915,-15.450870181818182,19.606051172322815,167.55791480715752
173,4654.4358974358975,1645724224.232718,173.55388319858798,4.681403612735194,12.070088744444444,-6.824842444444445,-11.124392592222222,20.42948740542661,172.61532451508108
174,4678.511111111111,1645727233.6045542,174.4179659859653,5.416466784332146,13.958777514285714,-8.802495242857143,-0.47029477999999997,18.838523558601672,172.15406374361632
175,4657.551724137931,1645727058.1102126,175.55252625347688,5.276686592051697,13.597851,-9.602372,-2.896124,16.896586462003533,172.18077893290567
176,4626.494252873563,1645724413.7195296,176.51681537531073,3.248331184479198,8.323697227272728,-3.5254317545454543,-2.654224445454546,12.626439585525423,172.5864321897691
177,4582.522935779816,1645734495.7931602,177.51794863667538,3.772534956096682,9.665837187500001,-3.0046150714285713,-4.991116721428571,11.948008006957394,171.0412336452729
178,4430.604477611941,1645744312.6388288,178.4821928956733,3.974918853484372,10.209508352173913,-2.361850407826087,-5.633413252173914,12.082723381721987,169.53721435559063
179,3930.0945945945946,1645680321.6258712,179.50581697317628,3.9192728891855597,10.062056111111112,-0.5236590733333333,-6.439516766666666,11.988660493219685,179.36531809981204
180,3996.4039215686275,1645676651.83491,180.54331365796156,,,,,,179.92001663273058
181,3986.3772241992883,1645665941.7731438,181.44067019000644,,,,,,181.56797812836118
182,3983.984496124031,1645654647.8327157,182.48930773247906,,,,,,183.30497017148116
183,3625.8736842105263,1645589019.5916884,183.60043475926386,,,,,,193.41038181491402
184,3658.656976744186,1645582913.1043289,184.41994556046237,,,,,,194.35356917393182
185,3255.3372093023254,1645549432.1147666,185.55088573040746,,,,,,199.51486672396825
186,3159.235294117647,1645537425.265666,186.4828853038052,,,,,,201.3668666539943
187,3105.391304347826,1645530694.834782,187.50159396412,,,,,,202.40683011600473
188,3081.6666666666665,1645527729.2851665,188.58485143813724,,,,,,202.86514492607844
189,3058.8,1645524870.9808,189.25036959331337,,,,,,203.30705248640953
190,3017.923076923077,1645519761.417155,190.7020148092319,,,,,,204.0969654400931
191,3004.3571428571427,1645518065.6926417,191.6192784092479,1.4376414590737268,3.3491495,-9.681496,-3.2226946,10.739363466064244,204.35910101147888
192,2953.3709677419356,1645511692.485644,192.62225497902716,1.2621036710678997,2.931668552631579,-7.914773121052631,-0.15557670684210526,10.534204963858906,205.3447538368245
193,2945.4903846153848,1645510707.4227495,193.51535171186566,2.974345016747818,6.916747870175438,-5.32519613622807,3.726887782280702,10.92000791629934,205.49705557906177
194,2846.0851063829787,1645498281.8898728,194.46040425778386,2.84323584572521,6.598721027777778,-4.316763372666666,2.1391886635555553,11.331940409188386,207.41922966724806
195,2683.0,1645477896.4624434,195.5211618479875,1.917445267031869,4.442541427777778,4.461418386111111,1.8777047058333334,12.982736492537327,210.5752227468073
196,2692.7916666666665,1645479120.4076662,196.51183101840468,3.258771425279127,7.513899490277778,4.013233548333334,-1.1167471545833334,12.580835986458826,210.38540046981362
197,2655.311688311688,1645474435.458584,197.44500323753508,4.855761275818871,11.155118922077921,0.10445276532467533,-1.5334646723376624,13.624966405648463,211.11060120012547
198,2656.4125,1645474573.0583491,198.51607937238663,4.890185193682649,11.23981982125,-2.4114825835,-1.798788124375,13.577343052174502,211.0891199290882
199,2624.275,1645470555.9127002,199.40107014050398,4.50933466879368,10.358214995,-1.657404111,-0.84972033425,13.940826280364652,211.7112598155173
